Time,Phi (degrees),Theta (degrees),Yaw (degrees)
6.93600,-4.25797,-3.93422,-126.31404
6.94800,-4.25890,-3.93350,-126.32378
6.97000,-4.25904,-3.93205,-126.34653
6.98200,-4.26026,-3.93141,-126.33173
7.00400,-4.26260,-3.92565,-126.33645
7.01600,-4.26227,-3.92379,-126.32762
7.03800,-4.25870,-3.92083,-126.31168
7.06000,-4.26695,-3.92502,-126.32432
7.07200,-4.26757,-3.92025,-126.32755
7.09400,-4.26060,-3.91648,-126.35432
7.10600,-4.25931,-3.91813,-126.34625
7.12800,-4.26053,-3.91017,-126.35477
7.14000,-4.26194,-3.91011,-126.34586
7.16200,-4.25736,-3.92401,-126.33680
7.17400,-4.25656,-3.92332,-126.33202
7.19600,-4.26129,-3.91662,-126.31687
7.21800,-4.25687,-3.92079,-126.33527
7.23000,-4.25404,-3.91725,-126.33497
7.25200,-4.25331,-3.91800,-126.35625
7.26400,-4.25554,-3.91853,-126.33882
7.28600,-4.25444,-3.90805,-126.34117
7.29800,-4.25276,-3.90856,-126.34511
7.32000,-4.25268,-3.90606,-126.34262
7.34200,-4.25529,-3.90128,-126.33901
7.35400,-4.25893,-3.90229,-126.33681
7.37600,-4.25116,-3.89855,-126.33022
7.38800,-4.24707,-3.90013,-126.33482
7.41000,-4.24691,-3.90191,-126.34036
7.42200,-4.24673,-3.89912,-126.34701
7.44400,-4.25015,-3.90210,-126.34112
7.46600,-4.25295,-3.89857,-126.35004
7.47800,-4.25418,-3.89858,-126.35978
7.50000,-4.25487,-3.90184,-126.34008
7.51200,-4.25560,-3.90166,-126.33547
7.53400,-4.25523,-3.89899,-126.32595
7.54600,-4.24929,-3.89938,-126.32164
7.56800,-4.24737,-3.89628,-126.31038
7.58000,-4.24636,-3.89841,-126.30471
7.60200,-4.25197,-3.89621,-126.29598
7.62400,-4.24920,-3.89661,-126.31403
7.63600,-4.24806,-3.89466,-126.30307
7.65800,-4.24794,-3.89623,-126.31100
7.67000,-4.24855,-3.89145,-126.31487
7.69200,-4.24830,-3.89943,-126.31593
7.70400,-4.24996,-3.89623,-126.30131
7.72600,-4.25640,-3.89575,-126.30606
7.74800,-4.25986,-3.89274,-126.29443
7.76000,-4.26253,-3.89197,-126.29230
7.78200,-4.25835,-3.89646,-126.30309
7.79400,-4.25750,-3.89433,-126.30314
7.81600,-4.25488,-3.88914,-126.30132
7.82800,-4.25431,-3.89308,-126.28891
7.85000,-4.25937,-3.88252,-126.28764
7.86200,-4.25569,-3.88360,-126.28363
7.88400,-4.25750,-3.88970,-126.27979
7.90600,-4.26004,-3.88716,-126.26543
7.91800,-4.26429,-3.88577,-126.27322
7.94000,-4.26403,-3.88985,-126.26335
7.95200,-4.26637,-3.88568,-126.26381
7.97400,-4.26471,-3.88175,-126.25660
7.98600,-4.26505,-3.88127,-126.25051
8.00800,-4.26423,-3.87236,-126.23302
8.03000,-4.26661,-3.87838,-126.22421
8.04200,-4.26227,-3.87694,-126.22345
8.06400,-4.25014,-3.88457,-126.19798
8.07600,-4.24931,-3.88366,-126.19569
8.09800,-4.25075,-3.88330,-126.19456
8.11000,-4.25032,-3.87911,-126.19779
8.13200,-4.24973,-3.88047,-126.20156
8.15400,-4.25101,-3.88749,-126.20745
8.16600,-4.25262,-3.88733,-126.22234
8.18800,-4.25494,-3.88738,-126.22708
8.20000,-4.25540,-3.88772,-126.24111
8.22200,-4.25346,-3.89085,-126.24105
8.23400,-4.25281,-3.88993,-126.24145
8.25600,-4.25071,-3.88675,-126.21664
8.26800,-4.24903,-3.88578,-126.21051
8.29000,-4.24223,-3.89212,-126.21455
8.31200,-4.24316,-3.89309,-126.20061
8.32400,-4.24134,-3.89073,-126.20084
8.34600,-4.24122,-3.89064,-126.19111
8.35800,-4.24015,-3.88980,-126.19547
8.38000,-4.23787,-3.89857,-126.18851
8.39200,-4.23352,-3.90300,-126.18140
8.41400,-4.23320,-3.90707,-126.19323
8.43600,-4.23159,-3.91251,-126.21333
8.44800,-4.22884,-3.90985,-126.21001
8.47000,-4.22421,-3.91224,-126.19655
8.48200,-4.22292,-3.91373,-126.19031
8.50400,-4.22325,-3.90980,-126.16131
8.51600,-4.21928,-3.91066,-126.15670
8.53800,-4.21742,-3.89994,-126.17334
8.56000,-4.21218,-3.89760,-126.15531
8.57200,-4.20645,-3.90166,-126.15166
8.59400,-4.20888,-3.89218,-126.16653
8.60600,-4.20840,-3.89191,-126.16789
8.62800,-4.21410,-3.89721,-126.15929
8.64000,-4.21562,-3.89606,-126.14946
8.66200,-4.20919,-3.89730,-126.16233
8.67400,-4.20607,-3.89730,-126.16040
8.70100,-4.19724,-3.89899,-126.14230
8.71300,-4.19470,-3.89951,-126.15777
8.73500,-4.19397,-3.89693,-126.16738
8.74700,-4.19331,-3.89593,-126.16449
8.76900,-4.19547,-3.90543,-126.17863
8.78100,-4.19391,-3.90579,-126.18376
8.80300,-4.19311,-3.90217,-126.18341
8.81500,-4.19174,-3.90431,-126.18356
8.83700,-4.19269,-3.89922,-126.19868
8.85900,-4.19347,-3.89122,-126.19850
8.87100,-4.19363,-3.89286,-126.20204
8.89300,-4.19493,-3.88204,-126.18943
8.90500,-4.19296,-3.88376,-126.19431
8.92700,-4.20091,-3.88259,-126.19047
8.93900,-4.20069,-3.88142,-126.20248
8.96100,-4.20615,-3.87775,-126.18367
8.98300,-4.20444,-3.87619,-126.17007
8.99500,-4.20428,-3.88127,-126.16826
9.01700,-4.20300,-3.87300,-126.17113
9.02900,-4.20236,-3.87759,-126.18010
9.05100,-4.20118,-3.88105,-126.16416
9.06300,-4.19974,-3.88112,-126.15901
9.08500,-4.19367,-3.88983,-126.13822
9.10700,-4.19137,-3.88727,-126.14565
9.11900,-4.19503,-3.88510,-126.14018
9.14100,-4.19294,-3.88312,-126.16035
9.15300,-4.19548,-3.88327,-126.16927
9.17500,-4.18307,-3.87437,-126.16035
9.18700,-4.17832,-3.87598,-126.17028
9.20900,-4.17373,-3.87585,-126.13871
9.22100,-4.17113,-3.87477,-126.14436
9.24300,-4.17085,-3.87485,-126.14162
9.26500,-4.16820,-3.87363,-126.16945
9.27700,-4.16530,-3.87462,-126.17272
9.29900,-4.16126,-3.87071,-126.18472
9.31100,-4.16219,-3.87020,-126.18661
9.33300,-4.16343,-3.87417,-126.20113
9.34500,-4.15977,-3.87256,-126.20379
9.36700,-4.16384,-3.87027,-126.21587
9.38900,-4.16398,-3.87331,-126.20305
9.40100,-4.16383,-3.87633,-126.20399
9.42300,-4.16270,-3.87189,-126.21816
9.43500,-4.15937,-3.87179,-126.20934
9.45700,-4.15837,-3.87613,-126.20503
9.46900,-4.16111,-3.87683,-126.20223
9.49100,-4.15713,-3.87740,-126.18179
9.50300,-4.15690,-3.87796,-126.18341
9.52500,-4.15274,-3.87791,-126.17915
9.54700,-4.15182,-3.88562,-126.18622
9.55900,-4.14801,-3.88655,-126.19556
9.58100,-4.14252,-3.87766,-126.18829
9.59300,-4.13879,-3.88592,-126.18288
9.61500,-4.13782,-3.88136,-126.18796
9.62700,-4.13574,-3.88147,-126.19376
9.64900,-4.14171,-3.87519,-126.18162
9.67100,-4.14409,-3.87541,-126.16602
9.68300,-4.14118,-3.87406,-126.16228
9.70500,-4.13942,-3.87058,-126.18513
9.71700,-4.13709,-3.86828,-126.18416
9.73900,-4.13536,-3.86508,-126.18115
9.75100,-4.13357,-3.86676,-126.18824
9.77300,-4.13467,-3.86323,-126.16482
9.79500,-4.13664,-3.86404,-126.17277
9.80700,-4.13539,-3.86344,-126.18098
9.82900,-4.13198,-3.86330,-126.18233
9.84100,-4.13358,-3.86988,-126.18699
9.86300,-4.14059,-3.86862,-126.18808
9.87500,-4.14137,-3.86893,-126.18922
9.89700,-4.14280,-3.86250,-126.20699
9.90900,-4.14284,-3.86573,-126.20422
9.93100,-4.13795,-3.86304,-126.22045
9.95300,-4.13651,-3.86287,-126.20637
9.96500,-4.13554,-3.86378,-126.20258
9.98700,-4.13739,-3.86752,-126.20998
9.99900,-4.13876,-3.87081,-126.21020
10.02100,-4.13813,-3.87257,-126.21360
10.03300,-4.13658,-3.87708,-126.21711
10.05500,-4.13866,-3.87552,-126.23114
10.07700,-4.13982,-3.87353,-126.23375
10.08900,-4.13936,-3.87520,-126.24751
10.11100,-4.13968,-3.86901,-126.24634
10.12300,-4.13678,-3.86622,-126.24642
10.14500,-4.13846,-3.86886,-126.24908
10.15700,-4.13698,-3.86999,-126.24764
10.17900,-4.13476,-3.87327,-126.25559
10.20100,-4.13289,-3.87006,-126.25674
10.21300,-4.13502,-3.87501,-126.25070
10.23500,-4.13142,-3.87734,-126.25366
10.24700,-4.12742,-3.87415,-126.25700
10.26900,-4.13003,-3.87470,-126.24198
10.28100,-4.13075,-3.87402,-126.23059
10.30300,-4.13602,-3.86688,-126.22788
10.31500,-4.13418,-3.86575,-126.23129
10.33700,-4.14040,-3.85873,-126.24390
10.35900,-4.13442,-3.85370,-126.23640
10.37100,-4.13435,-3.85424,-126.23284
10.39300,-4.13307,-3.85344,-126.22923
10.40500,-4.13456,-3.85671,-126.22163
10.42700,-4.13403,-3.85668,-126.24429
10.43900,-4.13015,-3.85803,-126.23873
10.46100,-4.12898,-3.85605,-126.24391
10.48300,-4.12269,-3.85057,-126.24332
10.49500,-4.12532,-3.84590,-126.24058
10.51700,-4.12306,-3.84445,-126.24307
