Time,Phi (degrees),Theta (degrees),Yaw (degrees)
5.23900,-1.83926,-3.36720,-146.87088
5.25100,-1.83931,-3.36863,-146.86607
5.27300,-1.83826,-3.37209,-146.85211
5.29500,-1.83374,-3.37088,-146.84714
5.30700,-1.83193,-3.37104,-146.86894
5.32900,-1.82991,-3.36886,-146.86714
5.34100,-1.83128,-3.37431,-146.86179
5.36300,-1.82894,-3.37585,-146.87871
5.37500,-1.82837,-3.37538,-146.87524
5.39700,-1.82724,-3.37790,-146.88681
5.41900,-1.82435,-3.37145,-146.86398
5.43100,-1.82049,-3.37529,-146.86711
5.45300,-1.82968,-3.37112,-146.88977
5.46500,-1.82971,-3.36642,-146.88785
5.48700,-1.83343,-3.37246,-146.88535
5.49900,-1.83328,-3.37255,-146.87563
5.52100,-1.83828,-3.37278,-146.86638
5.53300,-1.83918,-3.37346,-146.86124
5.55500,-1.84200,-3.37052,-146.85915
5.57700,-1.84228,-3.36786,-146.86108
5.58900,-1.84225,-3.36649,-146.84885
5.61100,-1.83986,-3.36305,-146.86111
5.62300,-1.83962,-3.36068,-146.85597
5.64500,-1.84299,-3.36143,-146.86197
5.65700,-1.84249,-3.36188,-146.86314
5.67900,-1.84514,-3.37679,-146.86554
5.70100,-1.84638,-3.37573,-146.85645
5.71300,-1.84468,-3.37732,-146.85226
5.73500,-1.84423,-3.37615,-146.85608
5.74700,-1.84378,-3.37518,-146.86502
5.76900,-1.83981,-3.37659,-146.84601
5.78100,-1.83956,-3.38011,-146.84537
5.80300,-1.84084,-3.38493,-146.85722
5.81528,-1.84030,-3.38634,-146.83922
5.83700,-1.84665,-3.38527,-146.85211
5.85900,-1.84081,-3.38582,-146.87080
5.87100,-1.83874,-3.38389,-146.85912
5.89300,-1.83645,-3.38887,-146.85373
5.90500,-1.83686,-3.38886,-146.84102
5.92700,-1.83633,-3.38787,-146.86536
5.93900,-1.83566,-3.38971,-146.86810
5.96100,-1.83198,-3.39070,-146.87103
5.98300,-1.82917,-3.38977,-146.88301
5.99500,-1.83158,-3.38930,-146.88420
6.01700,-1.82618,-3.38957,-146.89775
6.02900,-1.82493,-3.39234,-146.90137
6.05100,-1.82849,-3.39121,-146.90265
6.06300,-1.83112,-3.38724,-146.89276
6.08500,-1.83140,-3.38770,-146.89880
6.10700,-1.83522,-3.38890,-146.90076
6.11900,-1.83130,-3.38639,-146.90961
6.14100,-1.83451,-3.38120,-146.94214
6.15300,-1.83549,-3.38401,-146.93951
6.17500,-1.83687,-3.37806,-146.93867
6.18700,-1.83623,-3.38531,-146.97729
6.20900,-1.83995,-3.37964,-146.96890
6.22100,-1.83846,-3.38088,-146.96913
6.24300,-1.83994,-3.38729,-146.95227
6.26500,-1.84737,-3.38586,-146.96823
6.27700,-1.84740,-3.38902,-146.96707
6.29900,-1.84932,-3.38571,-146.95728
6.31100,-1.84655,-3.38938,-146.95497
6.33300,-1.84877,-3.39878,-146.98584
6.34500,-1.84832,-3.39156,-146.98505
6.36700,-1.85013,-3.40702,-146.97592
6.38900,-1.85401,-3.40626,-146.97447
6.40100,-1.85626,-3.40521,-146.96635
6.42300,-1.85714,-3.40875,-147.00122
6.43500,-1.85792,-3.40454,-147.00293
6.45700,-1.85465,-3.40152,-146.99190
6.46900,-1.85346,-3.40311,-146.98784
6.49100,-1.85651,-3.40270,-146.98387
6.51300,-1.85214,-3.40076,-147.00169
6.52500,-1.85096,-3.40134,-146.99017
6.54700,-1.85572,-3.39564,-146.99973
6.55900,-1.85537,-3.39837,-146.99146
6.58100,-1.86175,-3.39145,-146.94144
6.59300,-1.86435,-3.39346,-146.94095
6.61500,-1.85854,-3.39992,-146.94527
6.62700,-1.85917,-3.39937,-146.92480
6.64900,-1.86457,-3.39843,-146.96458
6.67100,-1.86715,-3.40375,-146.94945
6.68800,-1.86805,-3.40507,-146.93649
6.70000,-1.86860,-3.40800,-146.93108
6.72200,-1.86979,-3.41591,-146.95398
6.73400,-1.87096,-3.41474,-146.94899
6.75600,-1.86719,-3.41724,-146.97192
6.76800,-1.86754,-3.41989,-146.96930
6.79000,-1.86459,-3.41644,-146.96497
6.81200,-1.85976,-3.41928,-146.95941
6.82400,-1.85790,-3.41571,-146.96309
6.84600,-1.85651,-3.41473,-146.97009
6.85800,-1.85462,-3.41677,-146.98279
6.88000,-1.85712,-3.40846,-146.96918
6.89200,-1.85344,-3.41221,-146.95807
6.91400,-1.84255,-3.40537,-146.95555
6.93600,-1.83613,-3.40702,-146.95723
6.94800,-1.83682,-3.40614,-146.96768
