Tiempo,QuatW,QuatX,QuatY,QuatZ
0.0,0.04,-0.03,0.03,-1.00
0.011999999999943611,0.04,-0.03,0.03,-1.00
0.03399999999987813,0.04,-0.03,0.03,-1.00
0.04599999999982174,0.04,-0.03,0.03,-1.00
0.06799999999998363,0.04,-0.03,0.03,-1.00
0.08999999999991815,0.04,-0.03,0.03,-1.00
0.10199999999986176,0.04,-0.03,0.03,-1.00
0.12399999999979627,0.04,-0.03,0.03,-1.00
0.13599999999996726,0.04,-0.03,0.03,-1.00
0.15799999999990177,0.04,-0.03,0.03,-1.00
0.16999999999984539,0.04,-0.03,0.03,-1.00
0.19200000000000728,0.04,-0.03,0.03,-1.00
0.2039999999999509,0.04,-0.03,0.03,-1.00
0.2259999999998854,0.04,-0.03,0.03,-1.00
0.24799999999981992,0.04,-0.03,0.03,-1.00
0.2599999999999909,0.04,-0.03,0.03,-1.00
0.2819999999999254,0.04,-0.03,0.03,-1.00
0.29399999999986903,0.04,-0.03,0.03,-1.00
0.31599999999980355,0.04,-0.03,0.03,-1.00
0.32799999999997453,0.04,-0.03,0.03,-1.00
0.34999999999990905,0.04,-0.03,0.03,-1.00
0.37199999999984357,0.04,-0.03,0.03,-1.00
0.3839999999997872,0.04,-0.03,0.03,-1.00
0.40599999999994907,0.04,-0.03,0.03,-1.00
0.4179999999998927,0.04,-0.03,0.03,-1.00
0.4399999999998272,0.04,-0.03,0.03,-1.00
0.4519999999999982,0.04,-0.03,0.03,-1.00
0.4739999999999327,0.04,-0.03,0.03,-1.00
0.48628499999995256,0.04,-0.03,0.03,-1.00
0.5079999999998108,0.04,-0.03,0.03,-1.00
0.5299999999999727,0.04,-0.03,0.03,-1.00
0.5419999999999163,0.04,-0.03,0.03,-1.00
0.5639999999998508,0.04,-0.03,0.03,-1.00
0.5759999999997945,0.04,-0.03,0.03,-1.00
0.5979999999999563,0.04,-0.03,0.03,-1.00
0.6099999999999,0.04,-0.03,0.03,-1.00
0.6319999999998345,0.04,-0.03,0.03,-1.00
0.6539999999999964,0.04,-0.03,0.03,-1.00
0.66599999999994,0.04,-0.03,0.03,-1.00
0.6829979999999978,0.04,-0.03,0.03,-1.00
0.7049999999999272,0.04,-0.03,0.03,-1.00
0.7169999999998709,0.04,-0.03,0.03,-1.00
0.7389999999998054,0.04,-0.03,0.03,-1.00
0.7509999999999764,0.04,-0.03,0.03,-1.00
0.7729999999999109,0.04,-0.03,0.03,-1.00
0.7949999999998454,0.04,-0.03,0.03,-1.00
0.806999999999789,0.04,-0.03,0.03,-1.00
0.8289999999999509,0.04,-0.03,0.03,-1.00
0.8409999999998945,0.04,-0.03,0.03,-1.00
0.862999999999829,0.04,-0.03,0.03,-1.00
0.875,0.04,-0.03,0.03,-1.00
0.8969999999999345,0.04,-0.03,0.03,-1.00
0.918999999999869,0.04,-0.03,0.03,-1.00
0.9309999999998126,0.04,-0.03,0.03,-1.00
0.9529999999999745,0.04,-0.03,0.03,-1.00
0.9649999999999181,0.04,-0.03,0.03,-1.00
0.9869999999998527,0.04,-0.03,0.03,-1.00
