Time,Phi (degrees),Theta (degrees),Yaw (degrees)
6.20900,19.88293,3.31157,-109.55800
6.23100,19.82474,4.09172,-110.14147
6.24300,19.86491,4.34609,-110.44093
6.26500,19.87617,4.86063,-111.05667
6.28700,20.03015,5.41613,-111.62080
6.29900,19.44810,5.74287,-112.31639
6.32100,19.05163,5.85049,-113.23661
6.33300,18.93383,5.83692,-113.59938
6.35500,18.39956,6.20808,-114.24843
6.36700,18.14881,6.37495,-114.60670
6.38900,17.80646,6.93149,-115.24329
6.40100,17.49659,6.89316,-115.36620
6.42800,16.79418,6.54946,-115.27016
6.44000,16.38798,6.08483,-115.15280
6.46200,15.63816,5.17633,-114.93246
6.47400,15.29281,5.28731,-115.05392
6.49600,14.94279,6.07081,-115.44946
6.50800,14.71321,6.11532,-115.78348
6.53000,14.21274,5.25570,-116.33161
6.54200,14.04805,5.00451,-116.61116
6.56400,13.87601,4.47775,-116.73232
6.58600,13.50870,2.85261,-116.58199
6.59800,13.27949,2.40890,-116.58023
6.62000,13.03028,2.25278,-116.56627
6.63200,12.85854,2.44547,-116.69260
6.65400,12.32736,2.72783,-117.03043
6.66600,12.10818,3.06448,-117.23112
6.68800,11.59581,3.82104,-117.46806
6.71000,10.89616,3.42900,-117.68349
6.72200,10.56240,3.50832,-117.91590
6.74400,9.97021,3.88716,-118.61444
6.75600,9.59454,4.10325,-119.17317
6.77800,8.59201,2.94644,-119.96964
6.79000,7.89100,1.67167,-120.29684
6.81200,6.79332,0.96354,-120.83714
6.83400,6.03893,0.10273,-121.28931
6.84600,5.84466,0.05980,-121.51674
6.86800,6.27710,2.28753,-121.71644
6.88000,6.47257,2.95327,-121.67035
6.90200,6.35636,3.56552,-121.53870
6.91400,6.05392,3.36598,-121.51500
6.93600,5.36109,2.95072,-121.35693
6.94800,5.06226,2.73332,-121.25372
6.97000,4.76046,2.36438,-121.10453
6.99200,4.76920,3.29043,-120.72836
7.00400,4.72475,4.12162,-120.55271
7.02600,4.38054,4.54046,-120.52207
7.03800,4.10152,4.82861,-120.66833
7.06000,3.31699,4.96821,-121.02911
7.07200,3.09417,5.05306,-121.18690
7.09400,3.09684,4.37311,-121.23763
7.11600,3.21359,3.57372,-121.07059
7.12800,3.21493,3.23692,-120.91979
7.15000,2.81037,2.25614,-120.87455
7.16200,2.58332,1.80794,-120.88083
7.18400,2.34327,0.96541,-121.25810
7.19600,2.27368,0.61533,-121.31445
7.21800,2.32494,0.08128,-121.12020
7.23029,2.17356,-0.62386,-121.11602
7.25200,1.81864,-1.80802,-121.25679
7.27400,1.58788,-2.86971,-121.49231
7.28600,1.47074,-3.44144,-121.38285
7.30800,1.05973,-5.95823,-121.24066
7.32000,0.82683,-5.95845,-120.96207
7.34200,0.46601,-5.88711,-120.55149
7.35400,0.23690,-5.99953,-120.35794
7.37600,-0.24201,-5.94363,-120.40301
7.39800,-0.47400,-5.74423,-120.46712
7.41000,-0.57925,-5.57700,-120.44135
7.43200,-0.84821,-5.32965,-120.41291
7.44400,-1.11035,-5.15196,-120.47222
7.46600,-1.73994,-4.60856,-120.70173
7.47800,-2.32461,-4.41215,-120.75877
7.50000,-4.56683,-4.29873,-120.71935
7.52200,-4.98403,-2.86043,-120.18150
7.53400,-5.05611,-2.38581,-120.09387
7.55600,-5.05431,-1.92850,-120.13675
7.56800,-4.94353,-1.92850,-120.20796
7.59000,-3.67832,-0.03227,-120.28748
7.60200,-3.58354,-0.22808,-120.21724
7.62400,-3.80597,0.35143,-119.99083
7.63600,-3.79274,0.25615,-119.93036
7.65800,-3.82978,0.33013,-119.71745
7.68000,-3.85868,0.31068,-119.75747
7.69200,-3.87860,0.28886,-119.65038
7.71400,-3.86457,0.24072,-119.38902
7.72600,-3.84259,0.19542,-119.21561
7.74800,-3.87258,0.21473,-118.96276
7.76000,-3.86775,0.23091,-118.90442
7.78200,-3.84179,0.16618,-118.80564
7.80400,-3.85337,0.08767,-118.54540
7.81600,-3.84561,0.01220,-118.38656
7.83800,-3.84727,-0.05544,-117.97153
7.85000,-3.81681,-0.09300,-117.79224
7.87200,-3.74145,-0.31393,-117.47851
7.88400,-3.76336,-0.33430,-117.33017
7.90600,-3.71151,-0.44386,-117.07894
7.92800,-3.67094,-0.55468,-116.94562
7.94000,-3.66740,-0.58423,-116.87174
7.96200,-3.68678,-0.60349,-116.77634
7.97400,-3.69230,-0.63166,-116.74040
7.99600,-3.68894,-0.64961,-116.67849
8.00800,-3.69402,-0.66687,-116.63166
8.03000,-3.68700,-0.71209,-116.55759
8.04200,-3.67799,-0.71340,-116.49756
8.06400,-3.63527,-0.85464,-116.40213
8.08600,-3.66195,-0.79103,-116.31053
8.09800,-3.66599,-0.81097,-116.28548
8.12000,-3.67038,-0.83369,-116.24413
8.13200,-3.67520,-0.84821,-116.23560
8.15400,-3.66350,-0.88651,-116.18080
8.16600,-3.66861,-0.90403,-116.14066
8.18800,-3.65032,-0.94625,-116.02565
8.21000,-3.64852,-0.96571,-115.91924
8.22200,-3.65203,-0.98336,-115.86330
8.24400,-3.58532,-1.09377,-115.74315
8.25600,-3.56332,-1.16749,-115.71669
8.27800,-3.62246,-0.99300,-115.61865
8.29000,-3.63014,-1.00169,-115.58259
8.31200,-3.59944,-1.13637,-115.53865
8.33400,-3.58272,-1.21357,-115.48959
8.34600,-3.58206,-1.22380,-115.45772
8.36800,-3.58419,-1.24348,-115.40919
8.38000,-3.59903,-1.23817,-115.38267
8.40200,-3.57525,-1.31275,-115.31942
8.41900,-3.56877,-1.34390,-115.24752
8.43100,-3.58275,-1.30734,-115.18036
8.45300,-3.62495,-1.21847,-115.05285
8.47500,-3.61221,-1.25964,-114.94997
8.48700,-3.61203,-1.27057,-114.92149
8.50900,-3.60526,-1.29333,-114.89867
8.52100,-3.59571,-1.33299,-114.88200
8.54300,-3.56276,-1.45250,-114.85137
8.55500,-3.57103,-1.44346,-114.81843
8.57700,-3.56007,-1.48840,-114.75131
8.58900,-3.56772,-1.48941,-114.71912
8.61100,-3.56480,-1.53672,-114.67219
8.63300,-3.56239,-1.54155,-114.61058
8.64500,-3.54695,-1.59034,-114.57824
8.66700,-3.53518,-1.65089,-114.54021
8.67900,-3.53856,-1.63907,-114.51667
8.70100,-3.55408,-1.61873,-114.49306
8.71300,-3.54179,-1.66470,-114.46482
8.73500,-3.54526,-1.64776,-114.41106
8.75700,-3.53914,-1.68599,-114.37978
8.76900,-3.52993,-1.72134,-114.36886
8.79100,-3.53415,-1.76039,-114.32964
8.80300,-3.52549,-1.79626,-114.29097
8.82500,-3.51448,-1.81750,-114.20963
8.83700,-3.51498,-1.83245,-114.16810
8.85900,-3.54670,-1.71806,-114.07850
8.88100,-3.56272,-1.69472,-114.02859
8.89300,-3.54685,-1.73632,-114.01136
8.91500,-3.54942,-1.72715,-113.98320
8.92700,-3.55740,-1.70753,-113.96737
8.94900,-3.54085,-1.74992,-113.93600
8.96100,-3.54245,-1.75486,-113.91863
8.98300,-3.55045,-1.74337,-113.90181
8.99500,-3.54865,-1.75355,-113.89514
9.01700,-3.55117,-1.77807,-113.88178
9.03900,-3.55195,-1.79119,-113.86631
9.05100,-3.54812,-1.80964,-113.85423
9.07300,-3.54984,-1.82543,-113.84023
9.08500,-3.54612,-1.83876,-113.82855
9.10700,-3.54341,-1.85780,-113.81634
9.11900,-3.54053,-1.85750,-113.81034
9.14100,-3.54175,-1.88127,-113.79409
9.16300,-3.53215,-1.90265,-113.78568
9.17500,-3.52876,-1.91298,-113.77821
9.19700,-3.52575,-1.92689,-113.77085
9.20900,-3.52608,-1.93843,-113.76636
9.23100,-3.52408,-1.95705,-113.75797
9.24300,-3.52180,-1.96536,-113.74823
9.26500,-3.51174,-1.97761,-113.74335
9.28700,-3.51777,-1.98733,-113.73606
9.29900,-3.51925,-1.99919,-113.72870
9.32100,-3.52652,-2.00847,-113.71320
