Time,Phi (degrees),Theta (degrees)
0.0,-0.06549245411680608,-0.0789878182773173
0.021999999999934516,-0.10696511220966635,-0.24256666334109397
0.0340000000001055,-0.15924057155988716,-0.340759834716707
0.05600000000004002,-0.241680041763087,-0.3643421905983487
0.06799999999975626,-0.29895392001988197,-0.43250868275132004
0.09000000000014552,-0.3651809009835629,-0.4873114703180336
0.10199999999986176,-0.434021404294066,-0.5263345841425306
0.12399999999979627,-0.4876445667792127,-0.6014611490248277
0.1459999999997308,-0.5348912045301171,-0.6763271392182106
0.15799999999990177,-0.5925889190606562,-0.7439475275217244
0.1799999999998363,-0.6334013439796851,-0.8388193850411665
0.19200000000000728,-0.6906962593839915,-0.8881528366581057
0.2139999999999418,-0.7478279282297059,-0.9407354334994487
0.22600000000011278,-0.8015855917063817,-0.9989464528515171
0.2480000000000473,-0.8560625143043417,-1.0383389871192712
0.25999999999976353,-0.9028794822482752,-1.0999941052163462
0.2820000000001528,-0.9454505202395284,-1.1807709491494425
0.3040000000000873,-0.9955078005202034,-1.221266682453749
0.31599999999980355,-1.0395615904161168,-1.2820710856488695
0.33799999999973807,-1.0849336227813573,-1.3387177951159064
0.34999999999990905,-1.125483405679732,-1.3718515664395448
0.37199999999984357,-1.175507249327445,-1.422247962775955
0.38400000000001455,-1.2159719379022162,-1.4818020343322407
0.4109979999998359,-1.2656526668816637,-1.5147583193288272
0.42299999999977445,-1.3004224451694248,-1.5774046581349475
0.44499999999970896,-1.343521365735313,-1.6363359594263156
0.45699999999987995,-1.3819152075984988,-1.6787805678499303
0.47899999999981446,-1.4121959046375767,-1.7230788519625648
0.49099999999998545,-1.4426838906753428,-1.7660493703432705
0.51299999999992,-1.4730548109505306,-1.8184922273309145
0.525000000000091,-1.5128793736326764,-1.8527409129601116
0.5470000000000255,-1.5463882990561555,-1.893070166255976
0.56899999999996,-1.5767220449696526,-1.938021507517643
0.581000000000131,-1.6133569312664,-1.9779204831394346
0.6030000000000655,-1.6478508872364113,-2.015810182547807
0.6149999999997817,-1.6777851003744557,-2.0550010062477324
0.6369999999997162,-1.703600153107991,-2.1019693660081527
0.6489999999998872,-1.7313228096518265,-2.1265976928740913
0.6709999999998217,-1.7619732603767018,-2.161244425773808
0.6929999999997563,-1.7858363982919203,-2.2015770450286314
0.7049999999999272,-1.808588059657948,-2.2400087800027864
0.7269999999998618,-1.8360001951912492,-2.274820888735562
0.7390000000000327,-1.8635713935352056,-2.301348749773423
0.7609999999999673,-1.8884826969090325,-2.332004595149329
0.7730000000001382,-1.9170775934803863,-2.353917170481521
0.7950000000000728,-1.9452648228078746,-2.3922135500092767
0.806999999999789,-1.9720067466610098,-2.4301350405530147
0.8289999999997235,-1.9982081597156915,-2.4562899464362395
0.8510000000001128,-2.0162378366852205,-2.4911006384461722
0.862999999999829,-2.0323065347993636,-2.5200984291142055
0.8849999999997635,-2.055085106857635,-2.5562270971536414
0.8969999999999345,-2.077740982585671,-2.585795574485405
0.918999999999869,-2.092094203466299,-2.6220554924326085
0.93100000000004,-2.1081502685879796,-2.6453037185818697
0.9529999999999745,-2.1314011143826823,-2.670351116406953
0.974999999999909,-2.152119459161948,-2.702269286685479
0.98700000000008,-2.17140850999791,-2.7255523166399462
1.0090000000000146,-2.201057109932587,-2.7490820687654653
1.0209999999997308,-2.2284551981521306,-2.7709867095266736
1.04300000000012,-2.2431941024058424,-2.7962162214407544
1.0549999999998363,-2.254000168586703,-2.8179252819897758
1.0769999999997708,-2.273985594928064,-2.843140207753679
1.09900000000016,-2.2879199639923598,-2.8559729427866105
1.1109999999998763,-2.3020231503013036,-2.8876477366402113
1.1329999999998108,-2.323774126555716,-2.8936826699447127
1.1449999999999818,-2.3475444116523376,-2.9140803742332215
1.1669999999999163,-2.3612141291881996,-2.944541568781659
1.1790000000000873,-2.378006177696606,-2.9663012006141205
1.2010000000000218,-2.3911971191825634,-2.9907052202612805
1.212999999999738,-2.4021643486551882,-3.0143537761365633
1.2350000000001273,-2.413318364969635,-3.0376331398385252
1.2570000000000618,-2.428060267751398,-3.0526922036605564
1.268999999999778,-2.450578540151587,-3.0705507733572897
1.2909999999997126,-2.4660365410918135,-3.098859843099097
1.3029999999998836,-2.4803899221064993,-3.1166268829625143
1.324999999999818,-2.485259117937033,-3.1312473061971677
1.336999999999989,-2.498751959585479,-3.1495168942551377
1.3589999999999236,-2.5075846039641903,-3.159705664895298
1.3809999999998581,-2.519592611244404,-3.1746282375832475
1.393000000000029,-2.530322408107018,-3.1906362175412135
1.4149999999999636,-2.542437200400529,-3.2039029186492405
1.4270000000001346,-2.5490085622850107,-3.21163456084502
1.4490000000000691,-2.5667664356256683,-3.2268517959715877
1.4609999999997854,-2.58504183732817,-3.2384388986686603
1.4829999999997199,-2.5845008526086723,-3.264090465973718
1.5050000000001091,-2.6036438741844043,-3.266659170468083
1.5169999999998254,-2.6190180089320916,-3.281507388147595
1.53899999999976,-2.622696347127991,-3.2924553471616265
1.5509999999999309,-2.635352615584559,-3.3049088828625575
1.5729999999998654,-2.6482022271719097,-3.333741513974334
1.5850000000000364,-2.6500459161751753,-3.350521164226612
1.606999999999971,-2.6618500753801633,-3.3561929193711117
1.6190000000001419,-2.6734304648328884,-3.3712217984060797
1.6410000000000764,-2.6776552431598946,-3.391415946610872
1.663000000000011,-2.6864297990473305,-3.405868052209099
1.6749999999997272,-2.6922866623914947,-3.4139096492987147
1.6970000000001164,-2.699083862785351,-3.4299652131756133
1.7089999999998327,-2.711373787471339,-3.4475995254787883
1.7309999999997672,-2.7179436186378263,-3.453694894654832
1.7429999999999382,-2.7200354131442515,-3.4657796907807676
1.7649999999998727,-2.7305796429389586,-3.4688862569811443
1.7869999999998072,-2.689325527832986,-3.620917075035739
1.7989999999999782,-2.627033130990725,-3.8387137608487443
1.8209999999999127,-3.1105953409085387,-2.751610552408011
1.8330000000000837,-3.343659368355977,-1.7937440711369077
1.8550000000000182,-3.1273198351009337,-2.009637674886088
1.8669999999997344,-3.0114185701678853,-2.3364002588043005
1.8890000000001237,-2.890427647213853,-2.7837328512066626
1.9110000000000582,-2.9326802695103136,-2.6965922652047967
1.9229999999997744,-2.9598070774687644,-2.6543605003658306
1.944999999999709,-2.9085197684138366,-2.850523640361285
1.95699999999988,-2.9406682297262643,-2.794019423554104
1.9789999999998145,-2.9348509403854814,-2.808114526340708
1.9909999999999854,-3.0099408331925903,-2.6381062008557485
2.01299999999992,-3.028512101301185,-2.6645824415606945
2.025000000000091,-3.0939877920361543,-2.4939064055684277
2.0470000000000255,-3.118546221103216,-2.4285261943730094
2.06899999999996,-3.107529939807101,-2.4988206840308913
2.081000000000131,-3.11450448733999,-2.5838127204589685
2.1030000000000655,-3.0970810592831426,-2.711976377120339
2.1149999999997817,-3.130051066256966,-2.6404009700171365
2.1369999999997162,-3.1219742559122166,-2.5515881364459623
2.1489999999998872,-3.0900984094012447,-2.6531256264864287
2.1709999999998217,-3.064095447004515,-2.784608947840212
2.1929999999997563,-3.046157242648215,-2.7572713149695964
2.2049999999999272,-3.0624887580585463,-2.336419140986885
2.2269999999998618,-3.115855498749809,-2.3170788570276657
2.2390000000000327,-3.1280385347318362,-2.4081690811326566
2.2609999999999673,-3.006657798502785,-2.612321623727467
2.2730000000001382,-2.9421421158340886,-2.658081892708172
2.2950000000000728,-2.92450851957499,-2.6634998483347765
2.306999999999789,-2.953673862023205,-2.5982090639724382
2.3289999999997235,-2.9410986750037624,-2.570291260864997
2.3510000000001128,-2.9001583437129383,-2.6275621281563724
2.362999999999829,-2.903774306646065,-2.5452083430760037
2.3849999999997635,-2.904352081742194,-2.584111824740895
2.3969999999999345,-2.9013683544969786,-2.6169328006206958
2.4139979999999923,-2.8166662245582548,-2.7054923419222954
2.436000000000149,-2.29739049178741,-3.227492784569086
2.4479999999998654,-2.2270809118459893,-3.399078403174068
2.4699999999998,-1.9846394772639098,-4.094305591444931
2.4919999999997344,-1.7172625043161371,-5.046502643012971
2.5039999999999054,-1.4496859286076071,-5.612149592375466
2.52599999999984,-1.4913310209436776,-5.626955823805724
2.538000000000011,-1.4948202827480128,-5.927655993609534
2.5599999999999454,-1.3687567651280337,-6.780134104339146
2.5720000000001164,-1.3408537343367006,-7.007306372972177
2.594000000000051,-1.52540301989139,-6.851993571825182
2.6159999999999854,-1.9442688467367453,-5.957834912710134
2.6280000000001564,-2.3702617559469026,-6.02511894001743
2.650000000000091,-2.398176850487642,-6.442078706409011
2.661999999999807,-2.507077699700927,-6.276635822108139
2.6839999999997417,-2.514843615156207,-6.929554533813834
2.6959999999999127,-2.3890223826192822,-6.235913444490243
