110,112,8392
82,74,8376
76,120,8422
86,100,8404
116,90,8330
62,142,8368
100,142,8372
122,106,8358
126,98,8376
52,102,8352
56,122,8380
90,88,8386
66,114,8378
96,104,8342
58,94,8354
66,132,8372
130,146,8358
70,102,8368
138,104,8430
94,132,8366
82,78,8348
90,96,8360
66,84,8306
76,130,8394
130,132,8412
88,94,8304
122,128,8374
98,62,8370
88,52,8320
82,114,8380
96,142,8390
64,132,8380
102,124,8356
90,134,8376
122,114,8338
54,146,8316
40,162,8384
106,110,8388
78,100,8404
52,122,8320
82,124,8360
118,124,8360
76,108,8334
100,98,8364
112,98,8376
62,76,8378
102,132,8350
62,114,8348
116,100,8354
36,112,8396
116,94,8372
86,144,8350
104,118,8360
98,94,8350
62,76,8328
108,86,8342
46,120,8378
82,134,8360
94,124,8370
106,102,8324
46,128,8350
86,118,8348
64,80,8378
66,82,8386
112,112,8314
76,130,8348
132,66,8358
94,96,8364
44,114,8354
68,114,8358
94,124,8404
90,138,8336
112,70,8384
74,134,8360
52,104,8386
110,124,8386
100,136,8370
70,158,8342
98,114,8384
96,92,8342
136,112,8308
82,88,8410
78,102,8378
112,114,8384
88,78,8324
54,120,8354
84,110,8380
144,102,8374
60,136,8386
50,64,8328
98,118,8398
76,112,8388
88,114,8338
32,116,8338
88,90,8384
112,94,8374
86,166,8374
56,118,8356
94,100,8394
94,126,8390
90,138,8362
80,66,8334
130,108,8392
92,146,8366
-2180,-90,8298
-906,-6330,6376
1808,1062,8498
-1092,-190,8378
2158,628,7878
32,-684,8520
712,-596,11258
-1344,-628,9720
-1840,-692,8920
-894,116,12590
-1632,284,12224
-2128,-334,6350
-2838,28,6174
-1586,360,7308
-1500,660,6982
-606,1246,7134
-516,1308,10474
-598,1390,9622
-298,2044,11294
-1194,1854,8016
-662,1678,8070
-1630,2038,8362
-1892,2504,11388
-1020,2556,10052
-970,2732,11098
-1870,2702,9270
-1780,2982,9124
-2390,3440,9936
-3776,2268,8896
-2718,3906,7714
-1406,4076,9810
-460,3626,7982
-1834,3774,7318
-1188,4042,7622
726,4838,6744
-1722,3162,5742
-686,4418,6358
-206,4304,5184
-650,750,4878
-904,5378,7114
2458,3712,4380
-320,5072,5336
576,5016,5514
534,4574,4532
-1200,4950,4804
2278,5758,5036
964,5658,4782
-60,5684,4442
342,5802,4272
700,5842,4700
-868,6272,5328
400,6442,3642
640,6618,3540
-230,6958,5028
-378,7120,4078
88,6776,4236
650,6562,2776
1120,6668,3378
1268,6872,3638
1160,6758,3188
664,6796,2458
990,6944,3118
1316,6716,2720
1798,6728,2308
1038,7066,2900
1702,6998,2928
1742,6930,2582
870,6726,2792
1584,6480,1624
2458,6800,1560
2256,6862,1590
1682,6906,2238
1962,6890,1700
1734,6614,1798
838,6978,2216
58,7236,2576
126,7270,3016
840,7226,3350
1258,7314,3124
1378,7290,2658
1336,7288,2198
888,7286,2230
1156,7262,1980
1110,7548,2722
1528,7316,2590
2054,7464,2858
1792,7180,2228
1676,7228,2200
1790,7216,2250
1864,7462,3168
1618,7216,2534
1990,7090,2126
1862,7086,2338
2208,7154,2812
2026,7126,2424
2202,7166,1852
2092,7484,1910
1538,7274,900
2034,7182,2082
2352,7404,1936
2360,7642,2040
2068,7438,1686
1392,7392,1734
2036,7588,1742
1516,7532,2328
2072,7332,2158
2996,7236,2210
2920,7534,2490
2230,7522,2334
1376,7268,2024
1352,7126,1198
1778,7240,1216
1734,7526,1940
1798,7788,2648
2030,7412,1490
2218,7090,1324
1960,7452,2090
2102,7500,2872
1800,7348,2286
2868,7236,2796
3274,7260,3320
3116,7210,3244
3160,7180,2832
2318,7170,2192
2294,6886,2042
3078,7094,2750
2826,7416,3302
2644,7346,3240
2934,7220,3126
2882,7038,2470
2938,7324,3254
2618,7532,3308
2278,7432,2900
2460,7136,2136
2320,7144,2818
3084,7106,3470
2560,7050,3082
2932,6982,2912
3004,6772,3314
2960,6482,2844
3278,6654,2806
3280,7040,3604
3486,7176,3346
3406,7126,3592
3462,6832,2934
3402,6844,2832
3430,6940,3480
3400,7070,3244
3218,7192,3506
3440,7142,3470
3010,7176,3202
2728,7100,3012
2668,6932,2740
2786,7042,3108
3240,6950,2942
2966,6946,3186
3166,6912,2882
3420,6760,2982
3524,6866,2660
3742,6668,2454
3490,6914,2906
3032,7200,3078
3346,7360,3018
2860,7044,2878
2948,7078,2164
2990,7262,2238
2436,7476,2750
2328,7486,2282
2254,7498,1822
2064,7570,2212
2008,7512,2422
2206,7232,1558
1966,7498,2352
1862,7956,2744
1580,7836,2680
1808,7274,1014
2114,7280,1072
2088,7870,2810
2018,7830,2516
2158,7592,1884
2434,7426,1564
2262,7178,1270
1894,7412,1302
1512,7770,1978
1724,7860,2292
1964,7266,1068
1772,7260,1082
1364,7470,1322
1658,7474,1446
1406,7408,1664
1738,7356,2076
1278,7432,2532
1298,8444,2754
1502,7494,1268
1396,7524,700
1292,7744,1110
1666,8046,2568
1530,7824,1660
1288,7852,2658
1364,7738,1452
1546,7984,2020
1062,7834,1600
876,7914,1374
754,7878,1476
362,7810,1036
324,7966,1554
596,8020,1758
70,7940,1436
264,7994,2082
812,7834,1096
516,8152,1784
448,7864,1274
298,8042,1458
598,8010,1558
672,7922,1416
444,7956,1612
230,7896,1484
68,7768,894
486,7986,2076
-28,8060,1924
110,7816,1310
106,7712,266
20,7952,1268
-54,8056,1148
30,7900,674
190,7906,1778
-220,7854,996
-322,7924,954
-482,7990,1078
-334,7796,814
236,7972,778
-6,7884,1018
-382,7956,1056
-184,7802,420
-360,7890,516
-282,8016,1016
-356,8082,1080
-550,7992,948
-502,8002,964
-904,7978,1088
-916,8094,840
-874,8024,514
-750,8026,636
-1224,8130,908
-668,7956,-2
-966,8170,898
-974,8316,974
-900,8138,576
-856,8126,838
-730,8066,778
-860,8170,948
-460,7888,840
-470,7870,436
-282,7808,344
-494,7888,1154
-400,7746,600
-1150,7910,1044
-664,7694,590
-746,7800,800
-778,7868,1172
-954,7850,744
-1206,7728,420
-1234,7786,1236
-1100,7730,246
-1342,7808,816
-1512,7572,-42
-1654,7864,624
-1148,7812,342
-1852,7334,594
-988,7894,2014
-2022,7462,704
-1332,7984,1568
-1104,7820,494
-1486,7880,738
-1520,7702,392
-1446,7524,838
-2288,7540,684
-1254,7918,322
-1824,7812,-10
-2218,7868,460
-1548,7866,1106
-1728,7790,-38
-1888,7940,730
-1982,7870,710
-2132,7820,424
-2192,7852,558
-2178,7744,876
-2180,7794,486
-2130,7942,716
-2364,7678,-252
-2116,7838,324
-2232,7844,194
-2274,7750,516
-2076,7910,432
-2110,7820,370
-1914,7856,470
-2214,7916,52
-3188,8078,136
-3292,8228,344
-2664,8244,308
-2340,8064,424
-1704,7882,382
-1768,7840,706
-2138,7672,38
-2024,7708,62
-2264,7718,934
-2152,7514,114
-2124,7506,606
-2008,7446,130
-1916,7582,792
-1988,7376,242
-2044,7386,-88
-2208,7786,1174
-1784,7680,638
-2034,7502,312
-2092,7840,666
-2038,7670,448
-2450,7602,512
-2272,7780,402
-2650,7794,312
-2952,7820,478
-2926,7692,162
-2862,7686,210
-2888,7820,454
-2698,7730,358
-2370,7554,66
-2482,7606,174
-2440,7958,1170
-2418,7862,748
-2522,8002,1038
-2724,7678,68
-2634,7904,760
-2712,7760,392
-2678,7636,476
-2584,7652,300
-2378,7626,256
-2824,7572,206
-2436,7634,392
-2500,7630,118
-2288,7500,248
-2086,7462,38
-2402,7796,816
-2284,7702,1030
-2442,7630,156
-1802,7528,362
-2280,7692,888
-2266,7658,260
-2160,7620,276
-2310,7692,422
-2498,7864,822
-2378,7744,650
-2714,7720,508
-2572,7604,-14
-2482,7724,784
-2264,7846,814
-2108,7728,728
-2288,7716,240
-2468,7718,710
-2132,7688,558
-2474,7832,568
-2688,7620,-204
-2868,7800,580
-2520,7900,832
-2530,7880,644
-2380,7856,952
-2344,7784,566
-2824,7952,612
-2558,7782,290
-2984,7914,576
-2970,7830,520
-2622,7616,118
-2166,7850,868
-1920,7880,926
-2298,7674,172
-2248,7562,-92
-2432,7736,594
-2184,7690,244
-2194,7798,386
-2620,7750,508
-2678,7616,-64
-3254,7716,74
-2910,7594,-256
-2124,7378,-438
-1902,7528,-348
-1792,7794,430
-1746,7806,-46
-1268,8002,290
-1610,7986,108
-1840,8112,532
-1222,8058,796
-948,8000,988
-1454,8108,1410
-1426,8114,928
-1954,8124,1174
-1856,8120,1118
-1464,7852,1060
-1610,7872,1256
-1282,7842,842
-2020,7830,744
-2376,7624,538
-2794,7566,136
-2466,7624,312
-1460,7486,692
318,7360,624
704,7650,1638
464,7860,1624
-10,8090,1590
-688,8458,1482
-576,8500,786
-632,8282,1844
-648,8122,1552
-716,8154,1674
-348,8106,1672
-726,8070,1730
-356,8076,1898
-518,7868,1716
-222,8126,2184
6,7764,2024
314,7572,2098
440,7544,2108
-84,7406,1888
472,7160,1544
660,7196,2092
522,7050,1152
826,7116,1654
1444,7574,2564
690,7978,3088
418,6776,4824
3316,7626,1632
1816,7546,3190
1376,7350,3124
2712,7420,2572
1646,7366,4034
2524,7476,978
3260,7382,3278
2642,7406,3012
2752,7520,3400
3044,8150,1778
2276,7064,2940
4058,7296,3594
3386,6946,2656
3396,8378,2942
3190,7872,3760
-722,6368,2492
5592,7444,1214
3100,6614,1754
2766,6814,1224
2874,7186,3718
4506,7522,3248
2998,7670,4064
4166,7478,4974
5996,6376,3460
3706,6464,1702
3442,6194,1618
3256,6112,662
3222,6258,1720
3788,6050,1744
4696,5148,1650
5902,4914,1546
5828,5268,2538
5990,5254,4174
5878,4500,2040
6744,4424,3218
6716,4878,3604
5904,4710,3346
5780,4184,1894
5516,3872,1848
6098,3478,2722
7538,2942,2644
7700,2838,3086
7550,2924,3120
7254,2464,2828
7662,1830,1926
7424,1252,1300
7674,960,890
8076,914,1780
8754,712,1778
8458,776,2312
7944,774,2096
7422,306,700
7248,64,1214
7536,40,1798
9558,-278,1664
8948,-196,2584
8666,-548,1268
9392,-88,1158
8706,-892,-1284
9588,-564,2026
9380,-528,1692
8186,-196,2436
8362,-890,1158
7970,-1234,-320
8372,-716,264
7824,-700,240
8916,-590,562
8826,-1126,3408
9576,-904,-1026
8472,-1018,978
8600,-656,-108
7804,-394,602
8038,-410,480
7718,-714,-528
8752,-830,-352
8802,-608,-806
8202,-716,360
8564,-366,-84
8836,-1042,-2020
8370,-586,-1392
8214,-580,-1790
7036,-918,-2792
7500,-660,-1552
8540,-598,-1796
9026,148,-174
8496,-376,-478
7560,-1004,-3452
7602,-670,-2400
7498,-1036,-3160
7628,-750,-2408
7886,-738,-2440
7950,-848,-2416
7054,-746,-2950
6874,-1058,-3904
6684,-1096,-3794
7316,-1188,-4174
6980,-1020,-4060
6670,-1016,-4296
6262,-916,-4032
6410,-1192,-4816
6462,-1078,-4720
7152,-954,-4728
7066,-720,-4158
6576,-532,-3998
6188,-616,-4472
5958,-554,-4534
6814,-676,-4772
6768,-734,-4310
6540,-796,-4820
6092,-826,-5052
6284,-754,-5032
6566,-908,-5072
6574,-1020,-5518
6466,-804,-5084
5742,-736,-5330
5658,-852,-5760
5600,-776,-5724
6564,-830,-5854
6166,-598,-5158
5336,-462,-5688
4738,-456,-6244
4640,-388,-6414
5582,-210,-6596
4566,20,-6178
3922,212,-6400
3464,784,-8742
2018,-200,-7014
1024,86,-6690
284,204,-6698
478,954,-5252
1572,1110,-5644
1102,1002,-6620
2350,1644,-5226
2074,876,-6744
3410,1128,-7616
3834,940,-8880
4540,1288,-7308
4486,1228,-7462
3904,1222,-6996
3434,932,-7760
2580,1064,-7972
2552,902,-8152
2030,1040,-7774
1740,674,-8012
1604,794,-8728
1140,978,-8230
208,516,-7760
-180,376,-8766
-196,654,-8398
-634,698,-7912
-822,762,-7552
-1036,944,-6360
-728,732,-8118
-396,722,-8178
-170,1148,-7460
-216,876,-8004
-354,1176,-7526
-1380,952,-8004
-1342,814,-7698
-1598,910,-8104
-1964,984,-7456
-2918,354,-8752
-3490,556,-7538
-3754,592,-7292
-4224,720,-6376
-4614,484,-6554
-5092,306,-6964
-4962,416,-6700
-4840,562,-6394
-4460,494,-6878
-4290,668,-6364
-4696,620,-6436
-4974,678,-5934
-5392,584,-5702
-5816,380,-6102
-5238,532,-5996
-5174,684,-5744
-6134,364,-5208
-5996,520,-4756
-5772,606,-5090
-6258,586,-4722
-6838,394,-4692
-6718,518,-4528
-6824,254,-5324
-6514,482,-4554
-7536,-162,-5234
-7134,182,-4336
-6974,198,-4510
-7484,-26,-4384
-7874,-98,-4310
-7462,42,-4094
-7520,136,-3554
-7780,-102,-3770
-7136,274,-3358
-7462,-10,-3778
-7962,-258,-3698
-8110,-282,-3940
-7434,-6,-3830
-6994,182,-3936
-7124,-10,-4332
-7348,156,-3876
-7264,210,-3664
-6824,296,-3902
-7266,-12,-4334
-6582,356,-4236
-7182,82,-4122
-6704,208,-4382
-7568,-86,-4540
-7142,330,-3476
-7834,16,-3900
-7542,-174,-4412
-7660,-110,-4186
-7206,96,-4066
-7346,-28,-4062
-7134,322,-4050
-6816,202,-5084
-6342,372,-4374
-6168,164,-6096
-5248,630,-5712
-4812,720,-5954
-4820,896,-5890
-5610,552,-6776
-5224,962,-5976
-4434,892,-7570
-3524,1028,-7296
-2892,1026,-7494
-2000,1366,-7840
-1734,1560,-7286
-1434,1636,-6542
-1688,1240,-8628
-1110,1168,-8388
-606,1464,-7578
-434,1852,-14368
1008,1548,-8024
1590,1030,-7812
1346,1912,-5814
1454,1772,-7774
2296,1892,-6838
2940,1696,-8104
2470,1944,-7078
3302,1964,-6436
3274,1716,-7254
3538,1882,-6114
4044,1562,-7270
3652,1874,-5988
4238,1788,-6734
4382,1906,-5652
4394,1672,-6358
4740,1680,-6276
4720,1838,-6114
5210,1856,-6834
5454,1590,-6368
5246,1990,-4072
5338,1804,-5088
5554,1848,-4734
5350,1616,-5808
5166,1318,-7416
5600,1828,-4886
6226,1554,-5492
5814,1558,-5168
5906,1562,-4912
5530,1698,-4606
5396,1572,-5122
5512,1686,-4734
5712,1540,-5112
6166,1360,-5956
5866,1578,-4828
6236,1602,-4502
6212,1518,-4648
6530,1438,-4974
6072,1556,-4378
6264,1482,-4778
6180,1344,-4926
6528,1022,-5366
6360,1004,-4826
6392,958,-4936
6282,638,-5116
6266,576,-5256
6146,268,-5704
6054,226,-5422
6318,376,-5148
6584,296,-5368
6144,340,-4818
6194,408,-5180
5906,614,-4944
6076,680,-4532
6890,734,-3844
6762,506,-4016
6732,126,-5812
6100,10,-6044
6088,-16,-5700
6042,-312,-6202
5956,-670,-7024
5932,-880,-7838
5100,-954,-7586
