-9,-164,143
-10,-158,135
-10,-163,142
-19,-164,136
-3,-158,149
-14,-177,141
-13,-155,144
-7,-159,138
-14,-174,145
-21,-164,136
-14,-164,138
-12,-172,145
-14,-154,136
-3,-163,139
-13,-160,139
-6,-155,137
-13,-165,151
-9,-174,133
-18,-180,144
-12,-172,145
-15,-165,144
-7,-164,136
-18,-170,147
-14,-167,145
-14,-156,148
-7,-162,129
-9,-164,145
-10,-158,135
-20,-170,139
-2,-164,155
-2,-162,148
-14,-164,126
-15,-163,130
-8,-160,137
-8,-163,130
-12,-167,141
-12,-172,143
-1,-163,135
-9,-169,138
-9,-162,143
-3,-170,132
-14,-169,145
-8,-160,142
-8,-163,139
-8,-165,149
-10,-153,154
-8,-165,139
-9,-169,141
-6,-170,142
-7,-172,133
7,-174,131
-21,-159,141
-21,-162,141
-18,-180,144
-8,-163,144
-7,-151,143
-16,-167,129
-9,-162,136
-21,-167,138
-7,-162,138
4,-159,136
-6,-165,137
-7,-162,138
-4,-164,143
-12,-167,138
4,-159,145
13,-158,139
-4,-169,136
-14,-162,138
-2,-159,138
1,-168,139
-7,-169,141
-7,-167,145
-6,-158,139
4,-167,138
3,-163,139
-7,-156,141
3,-165,139
-4,-169,143
-13,-170,142
-1,-165,144
1,-160,135
6,-173,144
-8,-165,137
-10,-168,142
1,-180,144
-3,-160,144
8,-178,137
-4,-172,141
-3,-173,142
4,-172,141
-8,-173,142
-8,-173,139
-1,-183,137
-4,-182,131
-10,-183,135
-12,-184,136
-12,-177,133
-2,-179,143
-15,-175,139
-9,-179,141
-20,-180,130
-24,-184,145
-23,-175,151
-15,-170,151
-16,-169,160
-9,-151,157
-9,-162,169
-4,-136,162
-1,-137,151
0,-141,155
-8,-122,156
-9,-118,155
4,-108,162
8,-112,161
-7,-98,167
-3,-99,147
1,-97,158
-3,-84,144
9,-93,153
9,-81,145
1,-94,149
8,-84,151
4,-83,143
-2,-96,148
-4,-88,150
8,-82,154
8,-89,147
8,-79,147
1,-79,142
9,-88,141
-4,-73,145
8,-94,142
4,-88,145
6,-79,144
13,-92,147
3,-82,139
0,-86,150
13,-89,147
-7,-86,136
-4,-93,138
6,-84,144
4,-86,138
10,-89,137
0,-86,143
3,-84,142
3,-82,156
3,-64,142
8,-79,144
4,-83,148
12,-86,143
6,-87,147
4,-88,150
-2,-81,138
-6,-89,137
-4,-101,148
3,-89,142
-3,-105,144
-9,-108,141
-1,-112,135
0,-118,136
-7,-129,136
-15,-125,127
-18,-135,139
-13,-125,130
-12,-126,136
-9,-146,126
-18,-140,132
-13,-130,130
-15,-137,127
-31,-149,124
-29,-151,119
-29,-141,126
-21,-149,126
-32,-145,125
-33,-144,126
-33,-151,129
-31,-144,124
-27,-143,123
-27,-155,115
-25,-137,120
-27,-148,125
-33,-156,124
-30,-145,127
-33,-149,114
-44,-145,118
-35,-163,120
-36,-154,124
-37,-148,118
-27,-160,115
-32,-148,115
-46,-154,117
-42,-148,115
-33,-154,117
-36,-156,119
-41,-156,124
-41,-151,114
-44,-145,120
-31,-149,117
-50,-156,126
-35,-150,118
-43,-156,107
-49,-150,120
-54,-155,115
-54,-155,115
-39,-150,120
-38,-144,114
-41,-151,124
-41,-154,119
-47,-143,108
-48,-154,124
-52,-163,115
-54,-158,118
-49,-145,115
-43,-146,121
-50,-144,126
-46,-149,109
-43,-146,117
-47,-155,111
-39,-140,118
-52,-150,115
-53,-144,114
-49,-148,113
-54,-140,118
-39,-150,127
-42,-145,118
-39,-150,123
-48,-151,119
-48,-156,119
-37,-150,118
-43,-156,117
-43,-144,114
-55,-146,117
-43,-149,119
-53,-151,119
-32,-163,113
-44,-158,115
-43,-156,119
-47,-163,103
-52,-178,111
-43,-172,98
-52,-160,96
-64,-191,103
-49,-178,96
-50,-187,93
-59,-186,92
-65,-202,78
