Tiempo,QuatW,QuatX,QuatY,QuatZ
0.0,0.99,0.00,-0.02,0.13
0.012000000000000455,0.99,0.00,-0.02,0.13
0.033999999999991815,0.99,0.00,-0.02,0.13
0.04599999999999227,0.99,0.00,-0.02,0.13
0.06799999999998363,0.99,0.00,-0.02,0.13
0.07999999999998408,0.99,0.00,-0.02,0.13
0.10199999999997544,0.99,0.00,-0.02,0.13
0.12400000000002365,0.99,0.00,-0.02,0.13
0.1360000000000241,0.99,0.00,-0.02,0.13
0.15800000000001546,0.99,0.00,-0.02,0.13
0.17000000000001592,0.99,0.00,-0.02,0.13
0.19200000000000728,0.99,0.00,-0.02,0.13
0.20400000000000773,0.99,0.00,-0.02,0.13
0.2259999999999991,0.99,0.00,-0.02,0.13
0.24799999999999045,0.99,0.00,-0.02,0.13
0.2599999999999909,0.99,0.00,-0.02,0.13
0.28199999999998226,0.99,0.00,-0.02,0.13
0.2939999999999827,0.99,0.00,-0.02,0.13
0.3160000000000309,0.99,0.00,-0.02,0.13
0.3280000000000314,0.99,0.00,-0.02,0.13
0.35000000000002274,0.99,0.00,-0.02,0.13
0.3620000000000232,0.99,0.00,-0.02,0.13
0.38400000000001455,0.99,0.00,-0.02,0.13
0.4060000000000059,0.99,0.00,-0.02,0.13
0.41800000000000637,0.99,0.00,-0.02,0.13
0.4399999999999977,0.99,0.00,-0.02,0.13
0.4519999999999982,0.99,0.00,-0.02,0.13
0.47399999999998954,0.99,0.00,-0.02,0.13
0.48599999999999,0.99,0.00,-0.02,0.13
0.5079999999999814,0.99,0.00,-0.02,0.13
0.5300000000000296,0.99,0.00,-0.02,0.13
0.54200000000003,0.99,0.00,-0.02,0.13
0.5689970000000244,0.99,0.00,-0.02,0.13
0.5810000000000173,0.99,0.00,-0.02,0.13
0.5930000000000177,0.99,0.00,-0.02,0.13
0.6150000000000091,0.99,0.00,-0.02,0.13
0.6270000000000095,0.99,0.00,-0.02,0.13
0.6490000000000009,0.99,0.00,-0.02,0.13
0.6709999999999923,0.99,0.00,-0.02,0.13
0.6829999999999927,0.99,0.00,-0.02,0.13
0.7049999999999841,0.99,0.00,-0.02,0.13
0.7169999999999845,0.99,0.00,-0.02,0.13
0.7389999999999759,0.99,0.00,-0.02,0.13
0.7509999999999764,0.99,0.00,-0.02,0.13
0.7730000000000246,0.99,0.00,-0.02,0.13
0.7950000000000159,0.99,0.00,-0.02,0.13
0.8070000000000164,0.99,0.00,-0.02,0.13
0.8290000000000077,0.99,0.00,-0.02,0.13
0.8410000000000082,0.99,0.00,-0.02,0.13
0.8629999999999995,0.99,0.00,-0.02,0.13
0.875,0.99,0.00,-0.02,0.13
0.8969999999999914,0.99,0.00,-0.02,0.13
0.9089999999999918,0.99,0.00,-0.02,0.13
0.9309999999999832,0.99,0.00,-0.02,0.13
0.9530000000000314,0.99,0.00,-0.02,0.13
0.9650000000000318,0.99,0.00,-0.02,0.13
0.9870000000000232,0.99,0.00,-0.02,0.13
0.9990000000000236,0.99,0.00,-0.02,0.13
1.021000000000015,0.99,0.00,-0.02,0.13
1.0330000000000155,0.99,0.00,-0.02,0.13
1.0550000000000068,0.99,0.00,-0.02,0.13
1.0769999999999982,0.99,0.00,-0.02,0.13
1.0889999999999986,0.99,0.00,-0.02,0.13
1.11099999999999,0.99,0.00,-0.02,0.13
1.1229999999999905,0.99,0.00,-0.02,0.13
1.1449999999999818,0.99,0.00,-0.02,0.13
1.1569999999999823,0.99,0.00,-0.02,0.13
1.1790000000000305,0.99,0.00,-0.02,0.13
1.1912849999999935,0.99,0.00,-0.02,0.13
1.2130000000000223,0.99,0.00,-0.02,0.13
1.2350000000000136,0.99,0.00,-0.02,0.13
1.247000000000014,0.99,0.00,-0.02,0.13
1.2690000000000055,0.99,0.00,-0.02,0.13
1.281000000000006,0.99,0.00,-0.02,0.13
1.3029999999999973,0.99,0.00,-0.02,0.13
1.3149999999999977,0.99,0.00,-0.02,0.13
1.336999999999989,0.99,0.00,-0.02,0.13
1.3589999999999804,0.99,0.00,-0.02,0.13
1.370999999999981,0.99,0.00,-0.02,0.13
1.393000000000029,0.99,0.00,-0.02,0.13
1.4050000000000296,0.99,0.00,-0.02,0.13
1.427000000000021,0.99,0.00,-0.02,0.13
1.4390000000000214,0.99,0.00,-0.02,0.13
1.4610000000000127,0.99,0.00,-0.02,0.13
1.483000000000004,0.99,0.00,-0.02,0.13
1.4950000000000045,0.99,0.00,-0.02,0.13
1.516999999999996,0.99,0.00,-0.02,0.13
1.5289999999999964,0.99,0.00,-0.02,0.13
1.5509999999999877,0.99,0.00,-0.02,0.13
1.5629999999999882,0.99,0.00,-0.02,0.13
1.5849999999999795,0.99,0.00,-0.02,0.13
1.59699999999998,0.99,0.00,-0.02,0.13
1.6190000000000282,0.99,0.00,-0.02,0.13
1.6410000000000196,0.99,0.00,-0.02,0.13
1.65300000000002,0.99,0.00,-0.02,0.13
1.6750000000000114,0.99,0.00,-0.02,0.13
1.6870000000000118,0.99,0.00,-0.02,0.13
1.7090000000000032,0.99,0.00,-0.02,0.13
1.7210000000000036,0.99,0.00,-0.02,0.13
1.742999999999995,0.99,0.00,-0.02,0.13
1.7649999999999864,0.99,0.00,-0.02,0.13
1.7769999999999868,0.99,0.00,-0.02,0.13
1.7989999999999782,0.99,0.00,-0.02,0.13
1.8109999999999786,0.99,0.00,-0.02,0.13
1.8330000000000268,0.99,0.00,-0.02,0.13
1.8450000000000273,0.99,0.00,-0.02,0.13
1.8670000000000186,0.99,0.00,-0.02,0.13
1.88900000000001,0.99,0.00,-0.02,0.13
1.9010000000000105,0.99,0.00,-0.02,0.13
1.9230000000000018,0.99,0.00,-0.02,0.13
1.9350000000000023,0.99,0.00,-0.02,0.13
1.9569999999999936,0.99,0.00,-0.02,0.13
1.968999999999994,0.99,0.00,-0.02,0.13
1.9909999999999854,0.99,0.00,-0.02,0.13
2.002999999999986,0.99,0.00,-0.02,0.13
2.0249999999999773,0.99,0.00,-0.02,0.13
2.0470000000000255,0.99,0.00,-0.02,0.13
2.059000000000026,0.99,0.00,-0.02,0.13
2.0810000000000173,0.99,0.00,-0.02,0.13
2.0930000000000177,0.99,0.00,-0.02,0.13
2.115000000000009,0.99,0.00,-0.02,0.13
2.1270000000000095,0.99,0.00,-0.02,0.13
2.149000000000001,0.99,0.00,-0.02,0.13
2.1709999999999923,0.99,0.00,-0.02,0.13
2.1829999999999927,0.99,0.00,-0.02,0.13
2.204999999999984,0.99,0.00,-0.02,0.13
2.2169999999999845,0.99,0.00,-0.02,0.13
2.238999999999976,0.99,0.00,-0.02,0.13
2.2509999999999764,0.99,0.00,-0.02,0.13
2.2730000000000246,0.99,0.00,-0.02,0.13
2.285000000000025,0.99,0.00,-0.02,0.13
2.3070000000000164,0.99,0.00,-0.02,0.13
2.3290000000000077,0.99,0.00,-0.02,0.13
2.341000000000008,0.99,0.00,-0.02,0.13
2.3629999999999995,0.99,0.00,-0.02,0.13
2.375,0.99,0.00,-0.02,0.13
2.3969999999999914,0.99,0.00,-0.02,0.13
2.408999999999992,0.99,0.00,-0.02,0.13
2.430999999999983,0.99,0.00,-0.02,0.13
2.4530000000000314,0.99,0.00,-0.02,0.13
2.465000000000032,0.99,0.00,-0.02,0.13
2.487000000000023,0.99,0.00,-0.02,0.13
2.4990000000000236,0.99,0.00,-0.02,0.13
2.521000000000015,0.99,0.00,-0.02,0.13
2.5330000000000155,0.99,0.00,-0.02,0.13
2.555000000000007,0.99,0.00,-0.02,0.13
2.5719970000000103,0.99,0.00,-0.02,0.13
2.593999999999994,0.99,0.00,-0.02,0.13
2.6059999999999945,0.99,0.00,-0.02,0.13
2.627999999999986,0.99,0.00,-0.02,0.13
2.6399999999999864,0.99,0.00,-0.02,0.13
2.6619999999999777,0.99,0.00,-0.02,0.13
2.673999999999978,0.99,0.00,-0.02,0.13
2.6960000000000264,0.99,0.00,-0.02,0.13
2.7180000000000177,0.99,0.00,-0.02,0.13
2.730000000000018,0.99,0.00,-0.02,0.13
2.7520000000000095,0.99,0.00,-0.02,0.13
2.76400000000001,0.99,0.00,-0.02,0.13
2.7860000000000014,0.99,0.00,-0.02,0.13
2.798000000000002,0.99,0.00,-0.02,0.13
2.819999999999993,0.99,0.00,-0.02,0.13
2.8319999999999936,0.99,0.00,-0.02,0.13
2.853999999999985,0.99,0.00,-0.02,0.13
2.8759999999999764,0.99,0.00,-0.02,0.13
2.887999999999977,0.99,0.00,-0.02,0.13
2.910000000000025,0.99,0.00,-0.02,0.13
2.9220000000000255,0.99,0.00,-0.02,0.13
2.944000000000017,0.99,0.00,-0.02,0.13
2.9560000000000173,0.99,0.00,-0.02,0.13
2.9780000000000086,0.99,0.00,-0.02,0.13
3.0,0.99,0.00,-0.02,0.13
3.0120000000000005,0.99,0.00,-0.02,0.13
3.033999999999992,0.99,0.00,-0.02,0.13
3.0459999999999923,0.99,0.00,-0.02,0.13
3.0679999999999836,0.99,0.00,-0.02,0.13
3.079999999999984,0.99,0.00,-0.02,0.13
3.1019999999999754,0.99,0.00,-0.02,0.13
3.1240000000000236,0.99,0.00,-0.02,0.13
3.136000000000024,0.99,0.00,-0.02,0.13
3.1580000000000155,0.99,0.00,-0.02,0.13
3.170000000000016,0.99,0.00,-0.02,0.13
3.1920000000000073,0.99,0.00,-0.02,0.13
3.2040000000000077,0.99,0.00,-0.02,0.13
3.225999999999999,0.99,0.00,-0.02,0.13
3.2379999999999995,0.99,0.00,-0.02,0.13
3.259999999999991,0.99,0.00,-0.02,0.13
3.2819999999999823,0.99,0.00,-0.02,0.13
3.2939999999999827,0.99,0.00,-0.02,0.13
3.316000000000031,0.99,0.00,-0.02,0.13
3.3280000000000314,0.99,0.00,-0.02,0.13
3.3500000000000227,0.99,0.00,-0.02,0.13
3.362000000000023,0.99,0.00,-0.02,0.13
3.3840000000000146,0.99,0.00,-0.02,0.13
3.406000000000006,0.99,0.00,-0.02,0.13
3.4180000000000064,0.99,0.00,-0.02,0.13
3.4399999999999977,0.99,0.00,-0.02,0.13
3.451999999999998,0.99,0.00,-0.02,0.13
3.4739999999999895,0.99,0.00,-0.02,0.13
3.48599999999999,0.99,0.00,-0.02,0.13
3.5079999999999814,0.99,0.00,-0.02,0.13
3.519999999999982,0.99,0.00,-0.02,0.13
3.54200000000003,0.99,0.00,-0.02,0.13
3.5640000000000214,0.99,0.00,-0.02,0.13
3.576000000000022,0.99,0.00,-0.02,0.13
3.598000000000013,0.99,0.00,-0.02,0.13
3.6100000000000136,0.99,0.00,-0.02,0.13
3.632000000000005,0.99,0.00,-0.02,0.13
3.6440000000000055,0.99,0.00,-0.02,0.13
3.665999999999997,0.99,0.00,-0.02,0.13
3.687999999999988,0.99,0.00,-0.02,0.13
3.6999999999999886,0.99,0.00,-0.02,0.13
3.72199999999998,0.99,0.00,-0.02,0.13
3.7339999999999804,0.99,0.00,-0.02,0.13
3.7560000000000286,0.99,0.00,-0.02,0.13
3.768000000000029,0.99,0.00,-0.02,0.13
3.7900000000000205,0.99,0.00,-0.02,0.13
3.812000000000012,0.99,0.00,-0.02,0.13
3.8240000000000123,0.99,0.00,-0.02,0.13
3.8460000000000036,0.99,0.00,-0.02,0.13
3.858000000000004,0.99,0.00,-0.02,0.13
3.8799999999999955,0.99,0.00,-0.02,0.13
3.891999999999996,0.99,0.00,-0.02,0.13
