Time,Phi (degrees),Theta (degrees)
6.52500,-14.00269,-20.78294
6.54700,-14.92597,-20.30239
6.55900,-15.37783,-19.97277
6.58100,-16.08017,-19.02329
6.59300,-16.38278,-18.43603
6.61500,-16.95651,-17.38640
6.63700,-17.68731,-16.50147
6.64900,-17.99066,-15.99486
6.67100,-18.45943,-15.29059
6.68300,-18.60393,-14.85238
6.70500,-18.82062,-14.14886
6.71700,-19.03814,-13.80804
6.73900,-19.60157,-13.17861
6.76100,-20.33313,-12.54016
6.77300,-20.62431,-12.13765
6.79500,-20.97327,-11.36605
6.80700,-21.13348,-10.84515
6.82900,-21.39964,-9.87450
6.84100,-21.56110,-9.31315
6.86300,-21.84459,-8.18211
6.87500,-22.01804,-7.55067
6.89700,-22.22414,-6.21669
6.91900,-22.43407,-4.86510
6.93100,-22.55796,-4.20018
6.95300,-22.73707,-3.06550
6.96500,-22.71357,-2.38882
6.98700,-22.64484,-0.99330
6.99900,-22.73567,-0.26256
7.02100,-22.80768,1.04231
7.04300,-22.87106,2.23561
7.05500,-22.88950,2.92542
7.07700,-22.88903,3.98068
7.08900,-22.96597,4.67483
7.11100,-23.04947,6.29121
7.12300,-23.14016,7.12569
7.14500,-23.35420,8.41572
7.15700,-23.55036,9.09601
7.17900,-24.02106,10.25670
7.20100,-24.60815,11.40124
7.21300,-24.91402,12.04988
7.23500,-25.42108,13.53618
7.24700,-25.67981,14.38110
7.26900,-26.12148,16.16420
7.28100,-26.36535,16.96881
7.30300,-26.80229,18.39042
7.32500,-27.20953,19.47910
7.33700,-27.15185,20.03087
7.35900,-27.03365,21.25734
7.37100,-26.82645,21.77896
7.39300,-26.24999,22.52431
7.40500,-25.81538,22.83673
7.42700,-25.06078,23.51770
7.44900,-24.12823,24.26364
7.46100,-23.60169,24.65286
7.48300,-22.52272,25.33326
7.49500,-21.87861,25.70369
7.51700,-20.71977,26.31863
7.52900,-20.12465,26.63662
7.55100,-18.98723,27.00399
7.56300,-18.36726,26.99891
7.58500,-16.91534,26.96164
7.60700,-15.33391,27.09177
7.61900,-14.42142,27.21913
7.64100,-12.83889,27.47066
7.65300,-11.96385,27.60446
7.67500,-10.21445,27.66672
7.68700,-9.28726,27.73643
7.70900,-7.55729,28.26110
7.73100,-6.06093,29.01030
7.74300,-5.10420,29.27451
7.76500,-3.37829,29.84581
7.77700,-2.50166,30.44622
7.79900,-1.07029,31.27261
7.81600,-0.04007,31.85290
7.82800,0.65769,32.09539
7.85000,2.13456,32.52857
7.87200,3.78031,33.06907
7.88400,4.66186,33.45623
7.90600,6.32281,34.33651
7.91800,7.20094,35.07733
7.94000,8.75809,36.08457
7.95200,9.70981,36.81374
7.97400,11.25620,37.41850
7.99600,12.79393,37.80305
8.00800,13.58389,38.01410
8.03000,15.05471,38.23454
8.04200,15.75835,38.23411
8.06400,17.07756,38.33081
8.07600,17.70512,38.36898
8.09800,18.66179,38.29407
8.11000,19.13094,38.24350
8.13200,19.95711,38.21561
8.15400,20.71958,38.09460
8.16600,21.12911,38.11409
8.18800,21.91263,37.89042
8.20000,22.25685,37.81019
8.22200,22.83184,37.98466
8.23400,23.11338,38.13670
8.25600,23.63135,38.22960
8.27800,24.17917,38.19739
8.29000,24.50863,38.32061
8.31200,25.21018,38.67817
8.32400,25.59897,38.83023
8.34600,26.22004,39.04269
8.35800,26.44995,39.09823
8.38000,26.73321,39.25084
8.39200,26.82527,39.42738
8.41400,26.85850,39.57724
8.43600,26.85230,39.64588
8.44800,26.91640,39.61377
8.47000,26.94298,39.57691
8.48200,26.90298,39.59388
8.50400,26.88137,39.66056
8.51600,26.86499,39.81860
8.53800,26.68748,40.13602
8.56000,26.55774,40.35281
8.57200,26.50435,40.46712
8.59400,26.29678,40.74180
8.60600,26.12848,40.89761
8.62800,25.75804,41.29684
8.64000,25.56393,41.53684
8.66200,25.12143,41.89952
8.68400,24.63843,42.29848
8.69600,24.35275,42.54841
8.71800,23.80927,42.99659
8.73000,23.48916,43.20628
8.75200,22.87871,43.63186
8.76400,22.51237,43.84486
8.78600,21.89974,44.18852
8.79800,21.52722,44.42852
8.82000,20.87891,45.02960
8.84200,20.24033,45.49866
8.85400,19.91176,45.80471
8.87600,19.33884,46.42876
8.88800,19.03830,46.74486
8.91000,18.42233,47.20776
8.92200,18.07393,47.46102
8.94400,17.41150,47.99841
8.96600,16.66398,48.49694
8.97800,16.27744,48.80968
9.00000,15.40395,49.31590
9.01200,14.90787,49.55043
9.03400,13.97179,49.88196
9.04600,13.46517,50.06319
9.06800,12.53701,50.31633
9.09000,11.60847,50.48547
9.10200,11.08067,50.63641
9.12400,10.07378,50.96534
9.13600,9.47314,51.08591
9.15800,8.49501,51.12147
9.17000,7.95311,51.20200
9.19200,6.75823,51.36206
9.20400,6.08432,51.47182
9.22600,4.81345,51.62508
9.24800,3.55506,51.57063
9.26000,2.92013,51.33033
9.28200,1.59396,50.85032
9.29400,0.69515,50.69448
9.31600,-0.98199,50.46544
9.32800,-1.89487,50.27449
9.35000,-3.45471,49.84455
9.37200,-4.72759,49.35004
9.38400,-5.38756,49.11289
9.40600,-6.77921,48.80079
9.41800,-7.54411,48.64623
9.44000,-8.94089,48.39052
9.45200,-9.66601,48.17642
9.47400,-10.90856,47.61286
9.49600,-12.17644,46.97065
9.50800,-12.83262,46.72039
9.53000,-13.98780,46.36430
9.54200,-14.58807,46.21548
9.56400,-15.47884,45.80172
9.57600,-15.80398,45.40390
9.59800,-16.23095,44.59328
9.62000,-16.57939,43.98990
9.63200,-16.81686,43.74343
9.65400,-17.32039,43.22729
9.66600,-17.54324,42.97200
9.68800,-17.77598,42.39774
9.70000,-17.86157,42.11356
9.72200,-18.00349,41.53917
9.73429,-18.09642,41.20181
9.75600,-18.30225,40.52026
9.77800,-18.52625,39.81838
9.79000,-18.60725,39.39213
9.81700,-18.82366,38.41002
9.82900,-18.89394,37.94780
9.84100,-19.02568,37.51962
9.86300,-19.26651,36.55362
9.87500,-19.24754,35.85690
9.89700,-19.11812,34.39742
9.91900,-19.02544,32.93597
9.93100,-19.05796,32.15229
9.95300,-19.00415,31.38836
9.96500,-18.87948,30.86844
9.98700,-18.40268,29.76338
9.99900,-18.13175,29.10369
10.02100,-17.65983,27.98089
10.03329,-17.31846,27.15726
10.05600,-16.57075,25.27496
10.07800,-15.84288,23.56643
10.09000,-15.43057,22.77385
10.11200,-14.57425,21.55471
10.12400,-14.12244,20.93959
10.14600,-13.13220,19.36739
10.15800,-12.53941,18.59207
10.18000,-11.44516,17.03453
10.19200,-10.89766,16.23851
10.21400,-9.99807,14.83851
10.23600,-9.14232,13.08082
10.24800,-8.75676,11.95518
10.27000,-8.11832,10.08126
10.28200,-7.76152,9.10872
10.30400,-7.20672,7.37737
10.31600,-6.86617,6.58499
10.33800,-6.21860,5.24616
10.36000,-5.52258,3.96601
10.37200,-5.12245,3.32826
10.39400,-4.33755,2.30633
10.40600,-3.88419,1.84305
10.42800,-3.04798,1.01828
10.44000,-2.62881,0.54158
10.46200,-1.82982,-0.21373
10.48400,-0.90604,-0.82030
10.49600,-0.45691,-1.27379
10.51800,0.20829,-2.64417
10.53000,0.55769,-3.40299
10.55200,1.22153,-4.75435
10.56400,1.53762,-5.35426
10.58600,2.02342,-6.52038
10.59800,2.21719,-7.21198
10.62000,2.59569,-8.65295
10.64200,2.96037,-10.26760
10.65400,3.16239,-11.14833
10.67600,3.38232,-12.70204
10.68800,3.44679,-13.46841
10.71000,3.49762,-15.11074
10.72200,3.59575,-17.16107
10.74400,3.49628,-19.16650
10.76600,3.67235,-20.96540
10.77800,3.66783,-21.74402
10.80000,3.49682,-22.62792
10.81200,3.37293,-22.83890
10.83400,3.23441,-23.51357
10.84600,3.20076,-24.00195
10.86800,3.00531,-24.96277
10.88000,2.88899,-25.35610
10.90200,2.58114,-26.20221
10.92400,2.29415,-27.10410
10.93600,2.14672,-27.65858
10.95800,1.79404,-28.56688
10.97000,1.58502,-29.06373
10.99200,1.16650,-30.53518
11.00400,0.89833,-31.23404
11.02600,0.38084,-32.35952
11.04800,-0.27361,-33.22608
11.06000,-0.59286,-33.64762
11.08200,-1.23276,-34.02235
11.09400,-1.60138,-34.18682
11.11600,-2.18555,-35.04492
11.12800,-2.52130,-35.54283
11.15000,-3.26115,-36.21508
11.17200,-4.14007,-36.77368
11.18400,-4.61031,-37.31919
11.20600,-5.44127,-38.43699
11.21800,-5.94858,-38.91216
11.24000,-6.92808,-39.48531
11.25200,-7.49213,-40.11624
11.27400,-8.52825,-41.64963
11.28600,-9.04663,-41.98512
11.30800,-9.86989,-42.50373
11.33000,-10.76063,-43.13713
11.34200,-11.30616,-43.46927
11.36400,-12.11906,-43.45392
11.37600,-12.48176,-43.22855
11.39800,-13.08013,-43.04613
11.41000,-13.49251,-43.05450
11.43200,-14.45816,-42.83243
11.45400,-15.67130,-42.87808
11.46600,-16.29700,-42.99464
11.48800,-17.68233,-42.94278
11.50000,-18.49504,-42.98014
11.52200,-19.83933,-43.31163
11.53400,-20.51579,-43.24324
11.55600,-21.46505,-42.54699
11.56828,-21.79219,-42.03171
11.59000,-22.43655,-41.08812
11.61200,-23.03289,-40.36393
11.62400,-23.29255,-39.96640
11.64600,-23.89682,-39.47777
11.65800,-24.13740,-39.32188
11.68000,-24.39419,-39.05820
11.69200,-24.54823,-38.61422
11.71400,-24.96161,-37.76878
11.73600,-25.26828,-36.93681
11.74800,-25.31847,-36.48634
11.77000,-25.32775,-35.58763
11.78200,-25.37267,-35.20142
11.80400,-25.37561,-34.30573
11.82100,-25.28137,-33.44610
11.83300,-25.12755,-32.67576
11.85500,-24.93057,-31.52004
11.87700,-24.76934,-30.41039
11.88900,-24.63569,-29.71748
11.91100,-24.53279,-28.45634
11.92300,-24.44901,-27.65016
11.94500,-24.15355,-26.22105
11.95700,-24.01642,-25.46779
11.97900,-23.86198,-24.44545
12.00100,-23.73548,-23.25888
12.01300,-23.59862,-22.34582
12.03500,-23.26498,-20.39746
12.04700,-23.13394,-19.62740
12.06900,-22.79384,-18.36831
12.08100,-22.55506,-17.64708
12.10300,-22.21220,-16.24176
12.12500,-21.64170,-14.68609
12.13700,-21.28166,-13.86367
12.15900,-20.56300,-12.62727
12.17100,-20.21704,-11.93733
12.19300,-19.61048,-10.56590
12.20500,-19.23383,-9.64118
12.22700,-18.38999,-7.52714
12.24900,-17.57716,-5.61838
12.26100,-17.22214,-4.93510
12.28300,-16.64852,-3.81046
12.29500,-16.23041,-3.14816
12.31700,-15.54920,-2.01337
12.32900,-15.16517,-1.48732
12.35100,-14.46887,-0.22015
12.36300,-14.09498,0.50456
12.38500,-13.35383,1.61663
12.40700,-12.64295,2.70011
12.41900,-12.22404,3.24834
12.44100,-11.41858,4.18873
12.45300,-10.94967,4.88742
12.47500,-10.24444,5.91378
12.48700,-9.77574,6.45732
12.50900,-8.40327,7.04693
12.53100,-7.17963,7.64733
12.54300,-6.66375,8.28726
12.56500,-5.84625,9.81993
12.57700,-5.23911,10.48776
12.59900,-4.08775,11.68522
12.61100,-3.47763,12.58974
12.63300,-2.30146,14.42290
12.64500,-1.58563,15.15269
12.66700,-0.50391,16.06363
12.68900,0.39526,17.12571
12.70100,0.94790,17.47208
12.72300,2.17921,17.71257
12.73500,2.79672,17.74961
12.75700,3.70403,18.09285
12.76900,4.13356,18.29005
12.79100,5.14685,18.47424
12.81300,6.41625,18.49605
12.82500,7.10204,18.60554
12.84700,8.21339,18.99724
12.85900,8.89377,19.29057
12.88100,10.41150,19.43129
12.89300,11.22109,19.52654
12.91500,12.95463,20.06806
12.92700,13.86403,20.44200
12.94900,15.50261,21.09913
12.97100,17.14368,21.68492
12.98300,18.05722,22.05803
13.00500,19.66595,22.61445
13.01700,20.49409,22.97557
13.03900,21.92928,23.79350
13.05100,22.73222,24.31615
13.07300,24.16233,25.31265
13.09500,25.43359,26.02115
13.10700,26.02449,26.38672
13.12900,27.06265,27.08648
13.14100,27.62974,27.40814
13.16300,28.63052,27.91147
13.17500,29.17848,28.13476
13.19700,30.14557,28.67280
13.21900,31.23448,28.88612
13.23100,31.74018,28.75326
13.25300,32.35289,28.79333
13.26500,32.58825,28.86565
13.28700,33.01545,29.17566
13.29900,33.32664,29.31564
13.32100,34.00186,29.51880
13.33300,34.41628,29.77539
13.35500,35.23668,30.25405
13.37700,35.92508,30.62192
13.38900,36.23022,30.81846
13.41100,36.96477,31.54336
13.42300,37.26102,31.87286
13.44500,37.65353,32.50476
13.45700,37.66304,32.91353
13.47900,37.61063,33.69445
13.50100,37.33153,34.46308
13.51300,37.14832,34.81510
13.53500,36.93155,35.58918
13.54700,36.79938,36.12454
13.56900,36.21056,37.26501
13.58100,35.83078,37.82154
13.60300,35.14122,38.82644
13.61500,34.75183,39.37971
13.63700,33.78972,40.50447
13.65900,32.68963,41.33447
13.67100,32.12874,41.75542
13.69300,30.99968,42.45175
