Time,Phi (degrees),Theta (degrees),Yaw (degrees)
5.15400,-18.09156,12.04991,14.55403
5.16600,-17.39037,11.52474,14.33827
5.18800,-15.97504,10.62442,13.76606
5.20000,-15.13889,10.00643,13.37952
5.22200,-13.59717,8.57725,12.34020
5.23400,-12.81871,7.69489,11.69287
5.25600,-11.51528,6.10563,10.31879
5.27800,-10.52748,4.39091,8.81080
5.29000,-9.99028,3.13623,8.15420
5.31200,-9.15984,0.95967,7.21517
5.32400,-8.78848,-0.17139,6.69891
5.34600,-7.98045,-1.51251,6.04950
5.35800,-7.58718,-2.00697,5.58511
5.38000,-6.84807,-3.00738,4.75987
5.40200,-6.06203,-4.35812,4.24579
5.41400,-5.70478,-5.08300,3.99520
5.43600,-5.05244,-6.09973,3.51330
5.44800,-4.68070,-6.68192,3.18309
5.47000,-3.96119,-8.01477,2.59573
5.48200,-3.53666,-8.69959,2.41708
5.50400,-2.83625,-9.56955,2.07931
5.51600,-2.51366,-10.03917,1.80303
5.53800,-2.02615,-10.55479,1.06804
5.56000,-1.34807,-11.43199,0.36524
5.57200,-0.93560,-12.07679,-0.02492
5.59400,-0.14474,-13.13715,-0.92883
5.60600,0.32604,-13.56607,-1.34825
5.62800,1.33403,-13.77632,-1.66500
5.64000,1.83335,-13.86797,-1.82740
5.66200,2.45780,-14.01987,-2.21662
5.68400,2.94629,-14.26400,-2.67263
5.69600,3.09281,-14.53137,-2.95561
5.71800,3.32672,-14.89410,-3.50105
5.73000,3.38638,-14.96022,-3.80324
5.75200,3.37631,-15.04189,-4.46460
5.76400,3.32647,-15.29441,-4.83706
5.78600,3.30923,-15.89154,-5.40394
5.81300,3.26921,-16.45222,-6.11255
5.82500,3.27475,-16.60219,-6.45729
5.83700,3.25772,-16.79012,-6.80291
5.85900,3.32377,-17.12070,-7.38155
5.87100,3.33245,-17.32285,-7.71854
5.89300,3.40675,-17.76238,-8.17680
5.90500,3.38713,-17.88768,-8.47504
5.92700,3.35804,-18.00496,-9.02673
5.94900,3.34142,-18.14809,-9.68327
5.96100,3.39854,-18.31433,-10.05468
5.98300,3.37506,-18.67126,-10.79641
5.99500,3.31358,-18.85745,-11.20265
6.01700,3.19782,-19.04899,-11.89044
6.02900,3.05773,-19.17857,-12.28719
6.05100,2.74225,-19.35424,-13.08823
6.06300,2.58075,-19.56550,-13.53287
6.08500,2.17205,-20.13414,-14.39275
6.10700,1.68014,-20.63188,-15.38139
6.11900,1.34875,-20.80877,-15.97954
6.14100,0.76408,-21.16347,-16.99930
6.15300,0.31788,-21.37036,-17.69624
6.17500,-0.47640,-21.77936,-19.00204
6.18700,-0.88637,-22.03748,-19.73291
6.20900,-1.48698,-22.30860,-21.11705
6.23100,-1.90793,-22.73681,-22.34287
6.24300,-2.19555,-22.91535,-23.07171
6.26500,-2.91548,-23.07476,-24.50701
6.27700,-3.37037,-23.08640,-25.27544
6.29900,-4.11224,-23.12219,-26.64898
6.31100,-4.43106,-23.12472,-27.40490
6.33300,-4.91335,-23.13335,-28.67209
6.35500,-5.48123,-23.12322,-30.00228
6.36700,-5.82025,-23.07801,-30.75399
6.38900,-6.40523,-22.93127,-32.07749
6.40100,-6.77246,-22.89346,-32.78363
6.42300,-7.52123,-22.71702,-34.09373
6.43500,-7.95014,-22.64423,-34.77959
6.45700,-8.80131,-22.43216,-36.22079
6.46900,-9.24525,-22.29037,-37.04836
6.49100,-10.06478,-21.83529,-38.45686
6.51300,-11.09640,-21.17169,-39.97336
6.52500,-11.69187,-20.88719,-40.73511
6.54700,-12.63752,-20.46486,-42.16448
6.55900,-13.10385,-20.16411,-42.93579
6.58100,-13.83780,-19.27334,-44.38372
6.59300,-14.15765,-18.71078,-45.00281
6.61500,-14.76302,-17.70765,-46.15467
6.63700,-15.52267,-16.86009,-47.11139
6.64900,-15.84192,-16.37210,-47.62721
6.67100,-16.33821,-15.70429,-48.68276
6.68300,-16.49801,-15.28588,-49.23977
6.70500,-16.73940,-14.61348,-50.11974
6.71700,-16.96967,-14.28728,-50.55714
6.73900,-17.55646,-13.68379,-51.32067
6.76100,-18.31255,-13.06759,-52.10930
6.77300,-18.61744,-12.67789,-52.54856
6.79500,-18.99144,-11.92618,-53.32993
6.80700,-19.16578,-11.41614,-53.77054
6.82900,-19.45600,-10.46268,-54.42861
6.84100,-19.62887,-9.90540,-54.67874
6.86300,-19.93314,-8.77787,-55.07352
6.87500,-20.11683,-8.14632,-55.26366
6.89700,-20.34292,-6.81302,-55.66835
6.91900,-20.57100,-5.46364,-56.07108
6.93100,-20.70377,-4.79932,-56.28829
6.95300,-20.89852,-3.66508,-56.71469
6.96500,-20.88231,-2.98600,-56.87139
6.98700,-20.82529,-1.57807,-57.00149
6.99900,-20.92235,-0.84014,-57.12851
7.02100,-21.00345,0.47292,-57.34272
7.04300,-21.07472,1.68167,-57.52279
7.05500,-21.09836,2.37734,-57.73989
7.07700,-21.10925,3.43822,-58.20188
7.08900,-21.19058,4.13935,-58.38470
7.11100,-21.27798,5.77418,-58.48907
7.12300,-21.37037,6.62182,-58.51951
7.14500,-21.58905,7.93066,-58.69333
7.15700,-21.78829,8.62114,-58.85182
7.17900,-22.26587,9.79102,-59.32029
7.20100,-22.85830,10.94862,-59.71090
7.21300,-23.16582,11.60654,-59.84449
7.23500,-23.66917,13.11800,-59.73553
7.24700,-23.92455,13.98525,-59.55597
7.26900,-24.36065,15.79654,-59.70877
7.28100,-24.60173,16.60793,-59.89331
7.30300,-25.02756,18.05611,-59.72833
7.32500,-25.42814,19.17657,-59.66423
7.33700,-25.36726,19.74188,-59.73226
7.35900,-25.23815,21.00329,-59.59579
7.37100,-25.02704,21.53990,-59.66319
7.39300,-24.44627,22.31165,-59.89506
7.40500,-24.01036,22.63628,-60.11902
7.42700,-23.25085,23.34092,-60.54343
7.44900,-22.31111,24.10816,-60.98502
7.46100,-21.78032,24.50881,-61.18494
7.48300,-20.69476,25.21425,-61.56029
7.49500,-20.04656,25.59380,-61.87236
7.51700,-18.87976,26.22820,-62.41304
7.52900,-18.27934,26.55545,-62.68047
7.55100,-17.13606,26.94241,-63.14712
7.56300,-16.51508,26.94791,-63.38866
7.58500,-15.06192,26.92178,-64.10498
