-800,110,8490
-1234,-6,8350
-502,182,8418
-604,284,8024
-1134,204,8388
-786,372,7932
-1230,222,8722
-600,280,8130
-1416,94,8328
-1076,222,8038
-1198,224,7656
-990,202,8100
-1106,138,8324
-1244,88,8320
-170,286,7626
-1856,-80,8548
-1556,-160,8730
-1022,-204,8632
-388,-6,7764
-1760,-222,8340
-1708,-186,7926
-922,-110,7624
-1162,-268,8072
-1432,-578,8774
-1506,-650,9004
-1576,-622,8772
-1102,-550,8578
-1086,-640,8488
-1144,-632,8388
-1228,-606,8150
-1344,-748,8556
-1040,-668,8358
-1204,-580,8142
-1558,-610,7818
-1430,-540,7994
-1944,-670,8624
-1808,-640,8684
-2018,-690,8534
-808,-356,6782
-1442,-458,7252
-1748,-638,8656
-1678,-646,8192
-1038,-620,8204
-1578,-870,8726
-1678,-830,8724
-762,-652,7226
-1698,-696,7964
-1598,-738,8472
-1728,-804,7842
-1946,-1012,8406
-1220,-938,8086
-1364,-904,7888
-1194,-812,7752
-1114,-978,7530
-1690,-1216,7476
-1100,-1354,8302
-1142,-1546,7680
-2248,-1940,8168
-1142,-2288,9418
-1088,-2250,8118
-1144,-2228,7748
-790,-2066,6850
-1214,-2348,7240
-1812,-2804,8152
-1840,-2998,9258
-1130,-2950,8742
-762,-2752,7486
-596,-2540,7436
-1014,-2858,7102
-984,-3302,7766
-1666,-3458,8852
-1732,-3406,8202
-1706,-3256,7562
-1308,-3166,6622
-1570,-3396,6880
-1720,-3724,7958
-1948,-3896,7702
-1030,-3844,7302
-872,-3848,6466
-582,-4144,7030
-650,-4478,7112
-812,-4656,6914
806,-2768,9424
-616,-4542,6138
-838,-4750,6604
-1534,-5330,7104
-986,-5150,6214
-502,-5268,5824
-20,-5282,5792
112,-5350,4976
-926,-5990,6432
-796,-5938,5738
-364,-6176,5286
-350,-6510,5298
-264,-6718,5822
174,-6738,5454
248,-6956,4524
578,-6906,3944
-124,-7092,4484
-428,-7536,4104
-140,-7538,4592
252,-7650,4120
-322,-8062,4054
452,-7960,3380
-2,-8064,3102
84,-8120,3282
-432,-8202,3042
-236,-8190,3128
74,-8034,1994
-428,-8306,3054
-58,-8412,2552
64,-8346,1754
-308,-8502,2024
-314,-8512,1762
-88,-8442,1942
64,-8438,1250
66,-8512,2050
106,-8510,1762
356,-8472,706
-104,-8648,816
78,-8624,986
-160,-8668,1658
-256,-8730,1382
258,-8524,1042
214,-8512,414
384,-8198,656
-172,-8452,822
-392,-8534,1172
-350,-8408,1232
-438,-8036,-618
42,-8038,1720
48,-8460,440
-16,-8258,404
-388,-8014,1128
-1070,-8516,592
976,-8016,-774
348,-8402,294
890,-8468,1536
838,-8680,1256
596,-8490,-322
-148,-8422,-996
562,-8134,-1794
-220,-8372,954
604,-8552,-494
500,-8884,1040
198,-8784,932
-664,-9014,-1918
932,-8530,-1884
258,-8480,88
-1774,-8674,-2054
-1372,-8374,396
-1174,-8722,1506
-22,-8506,-128
-188,-8164,-280
-956,-7848,58
-2558,-8052,98
-3702,-8046,2306
-1040,-7984,-298
-696,-8018,814
-1332,-8134,-500
-1378,-7916,608
-2298,-7888,632
-1970,-7654,734
-2784,-8310,1586
-1090,-7772,1534
-1524,-7808,86
-1786,-7892,892
-2196,-7930,160
-4412,-9288,6564
-1824,-8140,426
-2380,-8132,1406
-3240,-8912,2290
-1132,-8308,648
-1966,-8188,1340
-2850,-8126,1056
-2702,-8036,1156
-1804,-8158,944
-1912,-8260,862
-1812,-8070,1090
-1682,-8054,724
-1978,-7848,1406
-1826,-7634,1772
-1454,-7626,2468
-1758,-7866,1180
-2420,-8120,976
-1140,-7626,2564
-1858,-8382,-458
-826,-8348,476
-2088,-8514,-1456
-2186,-8220,384
-1234,-8274,696
-766,-8210,-604
-552,-8348,-88
-1120,-8430,-18
-1122,-8376,196
-1048,-8326,-1828
-1126,-8412,-246
-394,-8516,220
162,-8474,-1600
-650,-8242,-1630
-1118,-8424,-2358
-302,-8122,-3168
-692,-8326,-642
-620,-8430,468
-90,-8186,-1680
-494,-8144,-1746
-828,-8504,322
60,-8374,-336
384,-8068,-1322
190,-8150,-2292
-200,-8428,-1574
-172,-8442,-1172
-364,-8672,102
